"year","mpa_status","site","region","SPUL_d","biomass_d","n_transects","urchin_total","PANINT_d","MESFRAAD_d","STRPURAD_d","urchins_d","MACPYRAD_d","total_giant_kelp","NERLUE_d","kelp_d","heatwave"
2003,"Full","SCI_GULL_ISLE_E","South_Coast",2.75,1829.25884861467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Full","SCI_GULL_ISLE_W","South_Coast",1.33333333333333,646.090834256142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Full","SMI_HARE_ROCK","South_Coast",0.125,55.6828069077199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Full","SMI_PRINCE_ISLAND_CEN","South_Coast",1,1225.21356016542,3,646,0,215,0.333333333333333,215.333333333333,38,114,0,38,"before"
2003,"Full","SMI_PRINCE_ISLAND_N","South_Coast",1.25,1425.24743279183,9,1876,0,207.555555555556,0.888888888888889,208.444444444444,6.77777777777778,61,0,6.77777777777778,"before"
2003,"Full","SRI_CARRINGTON_CEN","South_Coast",1.25,1095.21470885518,3,470,0,130,26.6666666666667,156.666666666667,7,21,0,7,"before"
2003,"Full","SRI_CARRINGTON_E","South_Coast",0.875,712.419017415645,6,4168,0,223.5,471.166666666667,694.666666666667,4,24,0,4,"before"
2003,"Full","SRI_CARRINGTON_W","South_Coast",1.25,2616.95257000861,6,772,0,92,36.6666666666667,128.666666666667,13.3333333333333,80,0,13.3333333333333,"before"
2003,"Full","SRI_SOUTH_POINT_E","South_Coast",1.58333333333333,2092.22455671576,7,1106,0,46,112,158,19,133,0,19,"before"
2003,"Full","SRI_SOUTH_POINT_W","South_Coast",1.875,2865.70314118236,6,290,0,44,4.33333333333333,48.3333333333333,10.3333333333333,62,0,10.3333333333333,"before"
2003,"Full","WESTON_DC","Central_Coast",0.166666666666667,264.419255166615,6,0,0,0,0,0,7.66666666666667,46,1.16666666666667,8.83333333333333,"before"
2003,"Full","WESTON_UC","Central_Coast",0.0833333333333333,127.334852018422,6,3,0,0.5,0,0.5,6.33333333333333,38,0.833333333333333,7.16666666666667,"before"
2003,"Partial","ANACAPA_WEST_ISLE_CEN","South_Coast",0.625,154.830102703237,4,2588,2,215.75,431.25,647,0.25,1,0,0.25,"before"
2003,"Partial","ANACAPA_WEST_ISLE_E","South_Coast",0,0,4,3166,0.25,182.75,608.75,791.5,0,0,0,0,"before"
2003,"Partial","ANACAPA_WEST_ISLE_W","South_Coast",0.25,125.590457686981,4,2296,0,173.75,400.25,574,0,0,0,0,"before"
2003,"Partial","CAMBRIA_DC","Central_Coast",0,0,4,1,0,0.25,0,0.25,7.25,29,2.75,10,"before"
2003,"Partial","CAMBRIA_UC","Central_Coast",0,0,6,0,0,0,0,0,4.83333333333333,29,3.83333333333333,8.66666666666667,"before"
2003,"Partial","CARMEL_DC","Central_Coast",0.166666666666667,148.323743143062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Partial","CARMEL_UC","Central_Coast",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Partial","MACABEE_DC","Central_Coast",0,0,6,21,0,0.833333333333333,2.66666666666667,3.5,9.83333333333333,59,0,9.83333333333333,"before"
2003,"Partial","MACABEE_UC","Central_Coast",0,0,6,29,0,0.833333333333333,4,4.83333333333333,12.1666666666667,73,0,12.1666666666667,"before"
2003,"Partial","NAPLES_CEN","South_Coast",2.16666666666667,1634.01955168795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Partial","NAPLES_W","South_Coast",0.5,194.142990117797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Partial","SCI_PAINTED_CAVE_CEN","South_Coast",2.375,1158.5938905085,5,685,0,89.2,47.8,137,2.2,11,0,2.2,"before"
2003,"Partial","SCI_PAINTED_CAVE_E","South_Coast",2,1809.01068934184,4,275,0,32.5,36.25,68.75,0,0,0,0,"before"
2003,"Partial","SCI_PAINTED_CAVE_W","South_Coast",2.375,1372.69267408119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Partial","STILLWATER_DC","Central_Coast",0,0,6,2,0,0.166666666666667,0.166666666666667,0.333333333333333,5.33333333333333,32,0,5.33333333333333,"before"
2003,"Partial","STILLWATER_UC","Central_Coast",0.166666666666667,104.481412776567,6,1,0,0,0.166666666666667,0.166666666666667,2.33333333333333,14,0,2.33333333333333,"before"
2003,"Partial","WHITE_ROCK_DC","Central_Coast",0,0,4,0,0,0,0,0,11.5,46,7.25,18.75,"before"
2003,"Partial","WHITE_ROCK_UC","Central_Coast",0.0833333333333333,261.240681052103,6,2,0,0,0.333333333333333,0.333333333333333,9.5,57,46.1666666666667,55.6666666666667,"before"
2003,"Reference","CAYUCOS_DC","Central_Coast",0,0,5,0,0,0,0,0,10.4,52,0.4,10.8,"before"
2003,"Reference","CAYUCOS_UC","Central_Coast",0,0,6,2,0,0.166666666666667,0.166666666666667,0.333333333333333,21.8333333333333,131,12,33.8333333333333,"before"
2003,"Reference","DUCK_POND_DC","Central_Coast",0,0,6,0,0,0,0,0,6.83333333333333,41,77.1666666666667,84,"before"
2003,"Reference","DUCK_POND_UC","Central_Coast",0.0833333333333333,389.437573210407,6,0,0,0,0,0,6.16666666666667,37,246.166666666667,252.333333333333,"before"
2003,"Reference","ESALEN_DC","Central_Coast",0.666666666666667,2465.92859084295,6,0,0,0,0,0,10.6666666666667,64,22.5,33.1666666666667,"before"
2003,"Reference","ESALEN_UC","Central_Coast",0.0833333333333333,197.62023468032,6,0,0,0,0,0,3.5,21,33.6666666666667,37.1666666666667,"before"
2003,"Reference","JALAMA_N","Central_Coast",0,0,6,49,0,0,8.16666666666667,8.16666666666667,7.66666666666667,46,0,7.66666666666667,"before"
2003,"Reference","JALAMA_S","Central_Coast",0,0,6,0,0,0,0,0,12.6666666666667,76,0,12.6666666666667,"before"
2003,"Reference","LINGCOD_DC","Central_Coast",0.0833333333333333,89.010987602346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Reference","LINGCOD_UC","Central_Coast",0.166666666666667,302.743119582691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Reference","LOPEZ_DC","Central_Coast",0.0833333333333333,175.408267564269,6,0,0,0,0,0,7.33333333333333,44,163,170.333333333333,"before"
2003,"Reference","LOPEZ_UC","Central_Coast",0,0,6,0,0,0,0,0,25.6666666666667,154,26,51.6666666666667,"before"
2003,"Reference","LUCIA_DC","Central_Coast",0,0,6,0,0,0,0,0,8.83333333333333,53,16.5,25.3333333333333,"before"
2003,"Reference","LUCIA_UC","Central_Coast",0,0,5,0,0,0,0,0,15.2,76,176.6,191.8,"before"
2003,"Reference","MCWAY_DC","Central_Coast",0,0,6,0,0,0,0,0,6.66666666666667,40,20.1666666666667,26.8333333333333,"before"
2003,"Reference","MCWAY_UC","Central_Coast",0.583333333333333,3001.68690901261,6,0,0,0,0,0,9.16666666666667,55,33,42.1666666666667,"before"
2003,"Reference","MILL_CREEK_DC","Central_Coast",0,0,6,1,0,0,0.166666666666667,0.166666666666667,4.66666666666667,28,20.8333333333333,25.5,"before"
2003,"Reference","MILL_CREEK_UC","Central_Coast",0,0,4,0,0,0,0,0,2.75,11,35.25,38,"before"
2003,"Reference","PARTINGTON","Central_Coast",0,0,6,0,0,0,0,0,1.5,9,18.6666666666667,20.1666666666667,"before"
2003,"Reference","PESCADERO_DC","Central_Coast",0.25,119.412399779478,6,5,0,0.166666666666667,0.666666666666667,0.833333333333333,14.1666666666667,85,23,37.1666666666667,"before"
2003,"Reference","PESCADERO_UC","Central_Coast",0.0833333333333333,45.1686572358514,6,31,0,0,5.16666666666667,5.16666666666667,11,66,0.333333333333333,11.3333333333333,"before"
2003,"Reference","PLASKETT_DC","Central_Coast",0.333333333333333,345.058475615256,6,0,0,0,0,0,14.8333333333333,89,62,76.8333333333333,"before"
2003,"Reference","PLASKETT_UC","Central_Coast",0.166666666666667,432.658925025605,6,0,0,0,0,0,8.83333333333333,53,21.1666666666667,30,"before"
2003,"Reference","SALMON_CREEK_DC","Central_Coast",0,0,6,0,0,0,0,0,5.33333333333333,32,32,37.3333333333333,"before"
2003,"Reference","SALMON_CREEK_UC","Central_Coast",0.0833333333333333,880.267727979744,6,0,0,0,0,0,3.5,21,48,51.5,"before"
2003,"Reference","SAL_N","Central_Coast",0,0,6,0,0,0,0,0,0,0,0,0,"before"
2003,"Reference","SAL_S","Central_Coast",0,0,6,0,0,0,0,0,0,0,0,0,"before"
2003,"Reference","SANDHILL_DC","Central_Coast",0,0,6,741,0,0,123.5,123.5,9.5,57,0,9.5,"before"
2003,"Reference","SANDHILL_UC","Central_Coast",0,0,6,777,0,0.166666666666667,129.333333333333,129.5,0.333333333333333,2,86.8333333333333,87.1666666666667,"before"
2003,"Reference","SAN_SIMEON_DC","Central_Coast",0,0,6,0,0,0,0,0,17.1666666666667,103,0.5,17.6666666666667,"before"
2003,"Reference","SAN_SIMEON_UC","Central_Coast",0,0,6,18,0,0,3,3,12,72,2.66666666666667,14.6666666666667,"before"
2003,"Reference","SCI_FORNEY_E","South_Coast",1.16666666666667,3814.12710488047,6,1139,0,126.5,63.3333333333333,189.833333333333,23.6666666666667,142,0,23.6666666666667,"before"
2003,"Reference","SCI_FORNEY_W","South_Coast",0.25,107.366830283363,6,207,0,30.6666666666667,3.83333333333333,34.5,24.3333333333333,146,0,24.3333333333333,"before"
2003,"Reference","SCI_HAZARDS_CEN","South_Coast",0.625,846.566200855689,4,336,0,23.75,60.25,84,15,60,0,15,"before"
2003,"Reference","SCI_HAZARDS_E","South_Coast",0.1875,62.1805591281439,4,33,0,4,4.25,8.25,79,316,0,79,"before"
2003,"Reference","SCI_HAZARDS_W","South_Coast",1.0625,662.070953844379,4,816,0,47,157,204,4.25,17,0,4.25,"before"
2003,"Reference","SCI_PELICAN_CEN","South_Coast",0.125,263.112401346404,4,542,0,72.75,62.75,135.5,57,228,0,57,"before"
2003,"Reference","SCI_PELICAN_E","South_Coast",0.75,1023.68391061135,4,1397,0,74.25,275,349.25,11.5,46,0,11.5,"before"
2003,"Reference","SCI_PELICAN_W","South_Coast",0,0,4,5084,0,143,1128,1271,0,0,0,0,"before"
2003,"Reference","SCI_YELLOWBANKS_CEN","South_Coast",0.75,594.660707660701,6,795,0,89.3333333333333,43.1666666666667,132.5,35.8333333333333,215,0,35.8333333333333,"before"
2003,"Reference","SCI_YELLOWBANKS_W","South_Coast",0.333333333333333,100.516921142098,6,2167,0,107.166666666667,254,361.166666666667,11.3333333333333,68,0,11.3333333333333,"before"
2003,"Reference","SMI_CROOK_POINT_E","South_Coast",0.5,3268.57428063856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Reference","SMI_CROOK_POINT_W","South_Coast",0.307692307692308,676.794113218987,6,639,0,105.166666666667,1.33333333333333,106.5,35.6666666666667,214,0,35.6666666666667,"before"
2003,"Reference","SMI_CUYLER_E","South_Coast",0.230769230769231,332.762804723713,6,1096,0,180.666666666667,2,182.666666666667,17.6666666666667,106,0,17.6666666666667,"before"
2003,"Reference","SMI_CUYLER_W","South_Coast",0,0,4,0,0,0,0,0,28.5,114,0,28.5,"before"
2003,"Reference","SMI_TYLER_BIGHT_W","South_Coast",0,0,6,1963,0,316.5,10.6666666666667,327.166666666667,15.6666666666667,94,0,15.6666666666667,"before"
2003,"Reference","SRI_RODES_REEF_W","South_Coast",0.375,374.748671594878,4,232,0,58,0,58,9.75,39,0,9.75,"before"
2003,"Reference","WHALEBOAT_DC","Central_Coast",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2003,"Reference","WHALEBOAT_UC","Central_Coast",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2004,"Full","ANACAPA_EAST_ISLE_CEN","South_Coast",1,503.708591295154,4,1221,0.25,161,144.25,305.25,13.25,53,0,13.25,"before"
2004,"Full","ANACAPA_EAST_ISLE_E","South_Coast",1.75,955.542181495991,4,803,1.25,112.25,88.5,200.75,15.25,61,0,15.25,"before"
2004,"Full","ANACAPA_EAST_ISLE_W","South_Coast",0,0,4,1448,0.25,238.75,123.25,362,25,100,0,25,"before"
2004,"Full","ANACAPA_MIDDLE_ISLE_CEN","South_Coast",0.25,89.7756549102506,4,349,3,62.25,25,87.25,0,0,0,0,"before"
2004,"Full","ANACAPA_MIDDLE_ISLE_E","South_Coast",0.125,6.77001970307459,4,10319,1,213.5,2366.25,2579.75,3.25,13,0,3.25,"before"
2004,"Full","ANACAPA_MIDDLE_ISLE_W","South_Coast",0.25,83.9861691285538,4,20670,0,946,4221.5,5167.5,0,0,0,0,"before"
2004,"Full","ANDREW_MOLERA_DC","Central_Coast",0.0833333333333333,21.3264649079255,6,0,0,0,0,0,2.5,15,55.8333333333333,58.3333333333333,"before"
2004,"Full","ANDREW_MOLERA_UC","Central_Coast",0,0,6,0,0,0,0,0,2,12,125.833333333333,127.833333333333,"before"
2004,"Full","BIG_CREEK_DC","Central_Coast",0.166666666666667,1268.96294791408,6,2,0,0.333333333333333,0,0.333333333333333,20.8333333333333,125,0.666666666666667,21.5,"before"
2004,"Full","BIG_CREEK_UC","Central_Coast",0.0833333333333333,59.3127555407158,6,0,0,0,0,0,17.5,105,0.666666666666667,18.1666666666667,"before"
2004,"Full","BLUEFISH_DC","Central_Coast",0.0833333333333333,118.926156266419,6,40,0,0.833333333333333,5.83333333333333,6.66666666666667,8,48,22.5,30.5,"before"
2004,"Full","BLUEFISH_UC","Central_Coast",0,0,6,6,0,0,1,1,7.5,45,0,7.5,"before"
2004,"Full","COJO_E","South_Coast",0,0,6,0,0,0,0,0,10.8333333333333,65,0,10.8333333333333,"before"
2004,"Full","COJO_W","South_Coast",0,0,6,0,0,0,0,0,11.8333333333333,71,0,11.8333333333333,"before"
2004,"Full","HOPKINS_DC","Central_Coast",0.0833333333333333,118.926156266419,6,13,0,0,2.16666666666667,2.16666666666667,6.83333333333333,41,0,6.83333333333333,"before"
2004,"Full","HOPKINS_UC","Central_Coast",0,0,6,56,0,0.5,8.83333333333333,9.33333333333333,4.5,27,0,4.5,"before"
2004,"Full","LA_CRUZ_DC","Central_Coast",0,0,6,0,0,0,0,0,0.833333333333333,5,67.8333333333333,68.6666666666667,"before"
2004,"Full","LA_CRUZ_UC","Central_Coast",0,0,6,2,0,0,0.333333333333333,0.333333333333333,0.833333333333333,5,62.5,63.3333333333333,"before"
2004,"Full","MONASTERY_DC","Central_Coast",0,0,6,0,0,0,0,0,14.6666666666667,88,9.66666666666667,24.3333333333333,"before"
2004,"Full","MONASTERY_UC","Central_Coast",0.0833333333333333,76.1593764727819,6,2,0,0,0.333333333333333,0.333333333333333,12.5,75,0.5,13,"before"
2004,"Full","POINT_VICENTE_W","South_Coast",0.791666666666667,176.95066748237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2004,"Full","PURISIMA_N","Central_Coast",0,0,6,15,0,2.5,0,2.5,2.83333333333333,17,0,2.83333333333333,"before"
2004,"Full","PURISIMA_S","Central_Coast",0,0,6,10,0,1.66666666666667,0,1.66666666666667,1.33333333333333,8,0,1.33333333333333,"before"
2004,"Full","SBI_SOUTHEAST_SEALION","South_Coast",0.291666666666667,90.4380335416271,12,5948,0,82.5,413.166666666667,495.666666666667,25.25,303,0,25.25,"before"
2004,"Full","SCAI_WEST_QUARRY","South_Coast",2.29166666666667,389.659016164368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2004,"Full","SCI_GULL_ISLE_E","South_Coast",2.83333333333333,1499.42042415069,6,1050,0.166666666666667,105.833333333333,69.1666666666667,175,81.3333333333333,488,0,81.3333333333333,"before"
2004,"Full","SCI_GULL_ISLE_W","South_Coast",2.25,1157.42606996246,6,1826,0,107.5,196.833333333333,304.333333333333,35,210,0,35,"before"
2004,"Full","SCI_SCORPION_W","South_Coast",0.916666666666667,561.611189372699,6,1454,1.16666666666667,111.666666666667,130.666666666667,242.333333333333,50.3333333333333,302,0,50.3333333333333,"before"
2004,"Full","SMI_HARRIS_PT_RESERVE_E","South_Coast",1,601.830492492094,6,967,0,150.666666666667,10.5,161.166666666667,23.8333333333333,143,0,23.8333333333333,"before"
2004,"Full","SMI_HARRIS_PT_RESERVE_W","South_Coast",0.166666666666667,113.03802497367,10,2960,0,251.7,44.3,296,51.2,512,0,51.2,"before"
