"year","mpa_status","site","region","SPUL_d","biomass_d","n_transects","urchin_total","PANINT_d","MESFRAAD_d","STRPURAD_d","urchins_d","MACPYRAD_d","total_giant_kelp","NERLUE_d","kelp_d","heatwave"
2002,"Full","ANACAPA_EAST_ISLE_CEN","South_Coast",2.4,2455.78602411947,4,670,3,0,167.5,167.5,19.5,78,0,19.5,"before"
2002,"Full","ANACAPA_EAST_ISLE_E","South_Coast",4,4489.12412102334,4,720,3.25,0,180,180,11.75,47,0,11.75,"before"
2002,"Full","ANACAPA_EAST_ISLE_W","South_Coast",1,580.347093280373,4,1150,2.5,0,287.5,287.5,3,12,0,3,"before"
2002,"Full","ANACAPA_MIDDLE_ISLE_CEN","South_Coast",1.28571428571429,480.369686615502,4,5100,1.25,0,1275,1275,0,0,0,0,"before"
2002,"Full","ANACAPA_MIDDLE_ISLE_E","South_Coast",0.125,67.7529858537771,4,4940,1,0,1235,1235,0,0,0,0,"before"
2002,"Full","ANACAPA_MIDDLE_ISLE_W","South_Coast",0.25,100.830225168617,4,9140,1.25,0,2285,2285,0,0,0,0,"before"
2002,"Full","BIG_CREEK_DC","Central_Coast",0.333333333333333,510.018774738014,6,1,0,0.166666666666667,0,0.166666666666667,5.83333333333333,35,6.66666666666667,12.5,"before"
2002,"Full","BIG_CREEK_UC","Central_Coast",0.25,635.66914973401,6,0,0,0,0,0,7.66666666666667,46,3.5,11.1666666666667,"before"
2002,"Full","BLUEFISH_DC","Central_Coast",0.75,2394.20157282768,6,21,0,0,3.5,3.5,4.66666666666667,28,0.666666666666667,5.33333333333333,"before"
2002,"Full","BLUEFISH_UC","Central_Coast",0.166666666666667,660.99540320572,6,0,0,0,0,0,4.5,27,0,4.5,"before"
2002,"Full","COJO_E","South_Coast",0,0,6,0,0,0,0,0,17,102,0,17,"before"
2002,"Full","COJO_W","South_Coast",0,0,6,0,0,0,0,0,12.8333333333333,77,0,12.8333333333333,"before"
2002,"Full","HOPKINS_DC","Central_Coast",0.0833333333333333,89.010987602346,6,11,0,0,1.83333333333333,1.83333333333333,7.5,45,0,7.5,"before"
2002,"Full","HOPKINS_UC","Central_Coast",0,0,6,1,0,0,0.166666666666667,0.166666666666667,13.6666666666667,82,0,13.6666666666667,"before"
2002,"Full","MONASTERY_DC","Central_Coast",0,0,6,5,0,0,0.833333333333333,0.833333333333333,9.83333333333333,59,6.5,16.3333333333333,"before"
2002,"Full","MONASTERY_UC","Central_Coast",0,0,6,0,0,0,0,0,8.33333333333333,50,0,8.33333333333333,"before"
2002,"Full","PURISIMA_N","Central_Coast",0,0,6,6,0,0,1,1,2.5,15,0,2.5,"before"
2002,"Full","PURISIMA_S","Central_Coast",0,0,6,15,0,1.66666666666667,0.833333333333333,2.5,0.666666666666667,4,0,0.666666666666667,"before"
2002,"Full","WESTON_DC","Central_Coast",0.166666666666667,722.202292124379,6,1,0,0,0.166666666666667,0.166666666666667,4.83333333333333,29,0.333333333333333,5.16666666666667,"before"
2002,"Full","WESTON_UC","Central_Coast",0,0,6,52,0,0,8.66666666666667,8.66666666666667,7.66666666666667,46,0.833333333333333,8.5,"before"
2002,"Partial","CAMBRIA_DC","Central_Coast",0.0833333333333333,305.324073007183,6,1,0,0.166666666666667,0,0.166666666666667,3.66666666666667,22,0,3.66666666666667,"before"
2002,"Partial","CAMBRIA_UC","Central_Coast",0.0833333333333333,1047.31777580275,6,1,0,0,0.166666666666667,0.166666666666667,3.33333333333333,20,0,3.33333333333333,"before"
2002,"Partial","MACABEE_DC","Central_Coast",0,0,6,43,0,0.333333333333333,6.83333333333333,7.16666666666667,11,66,0,11,"before"
2002,"Partial","MACABEE_UC","Central_Coast",0,0,6,8,0,0.5,0.833333333333333,1.33333333333333,12.8333333333333,77,0,12.8333333333333,"before"
2002,"Partial","NAPLES_CEN","South_Coast",1.91666666666667,2110.40551409858,6,2365,0,53.1666666666667,341,394.166666666667,1.33333333333333,8,0,1.33333333333333,"before"
2002,"Partial","NAPLES_E","South_Coast",4.5,1884.53913711924,6,1810,0,0,301.666666666667,301.666666666667,7.16666666666667,43,0,7.16666666666667,"before"
2002,"Partial","STILLWATER_DC","Central_Coast",0,0,6,0,0,0,0,0,10.6666666666667,64,0,10.6666666666667,"before"
2002,"Partial","STILLWATER_UC","Central_Coast",0,0,6,0,0,0,0,0,3.16666666666667,19,0,3.16666666666667,"before"
2002,"Partial","WHITE_ROCK_DC","Central_Coast",1.08333333333333,2042.72244281747,6,0,0,0,0,0,3,18,0,3,"before"
2002,"Partial","WHITE_ROCK_UC","Central_Coast",0.166666666666667,264.419255166615,6,0,0,0,0,0,5.5,33,5.66666666666667,11.1666666666667,"before"
2002,"Reference","ESALEN_DC","Central_Coast",0.166666666666667,564.845840774676,6,0,0,0,0,0,5.33333333333333,32,26.6666666666667,32,"before"
2002,"Reference","ESALEN_UC","Central_Coast",0.166666666666667,859.442268644691,6,0,0,0,0,0,0.333333333333333,2,35.3333333333333,35.6666666666667,"before"
2002,"Reference","JALAMA_N","Central_Coast",0,0,6,0,0,0,0,0,16.1666666666667,97,0,16.1666666666667,"before"
2002,"Reference","JALAMA_S","Central_Coast",0,0,6,0,0,0,0,0,9.66666666666667,58,0,9.66666666666667,"before"
2002,"Reference","LINGCOD_DC","Central_Coast",0.0833333333333333,21.3264649079255,6,150,0,0,25,25,7.83333333333333,47,0.5,8.33333333333333,"before"
2002,"Reference","LINGCOD_UC","Central_Coast",0.0833333333333333,21.3264649079255,6,4,0,0,0.666666666666667,0.666666666666667,11.3333333333333,68,0,11.3333333333333,"before"
2002,"Reference","LOPEZ_DC","Central_Coast",0.166666666666667,409.768447140799,6,0,0,0,0,0,7.16666666666667,43,43.6666666666667,50.8333333333333,"before"
2002,"Reference","LOPEZ_UC","Central_Coast",0.0833333333333333,305.324073007183,6,0,0,0,0,0,9.16666666666667,55,45.6666666666667,54.8333333333333,"before"
2002,"Reference","SAL_FAR_WEST","Central_Coast",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"before"
2002,"Reference","SAL_W","Central_Coast",0,0,8,0,0,0,0,0,0,0,0,0,"before"
2002,"Reference","SANDHILL_DC","Central_Coast",0,0,6,476,0,0,79.3333333333333,79.3333333333333,7,42,0,7,"before"
2002,"Reference","SANDHILL_UC","Central_Coast",0,0,6,1519,0,0,253.166666666667,253.166666666667,9.83333333333333,59,0.333333333333333,10.1666666666667,"before"
2002,"Reference","SCI_FORNEY_E","South_Coast",1.16666666666667,1833.33825134812,6,10,0,0,1.66666666666667,1.66666666666667,41.6666666666667,250,0,41.6666666666667,"before"
2002,"Reference","SCI_FORNEY_W","South_Coast",2.58333333333333,2995.77333501257,6,240,0,0,40,40,17.8333333333333,107,0,17.8333333333333,"before"
2002,"Reference","SCI_HAZARDS_CEN","South_Coast",1.75,2977.65120946301,4,2810,0,0,702.5,702.5,1,4,0,1,"before"
2002,"Reference","SCI_HAZARDS_E","South_Coast",0.75,1098.0134009084,4,400,0,0,100,100,1,4,0,1,"before"
2002,"Reference","SCI_HAZARDS_W","South_Coast",0.888888888888889,2273.99359901464,4,1180,0,0,295,295,0,0,0,0,"before"
2002,"Reference","SCI_PELICAN_CEN","South_Coast",1.375,1372.37365150619,4,1890,0.5,0,472.5,472.5,18.75,75,0,18.75,"before"
2002,"Reference","SCI_PELICAN_E","South_Coast",0.375,258.526170771578,4,5440,0,0,1360,1360,5.5,22,0,5.5,"before"
2002,"Reference","SCI_PELICAN_W","South_Coast",0.625,262.649725283496,4,4110,0,0,1027.5,1027.5,0,0,0,0,"before"
2002,"Reference","SCI_YELLOWBANKS_E","South_Coast",0.0833333333333333,30.0982788405982,6,80,0.166666666666667,0,13.3333333333333,13.3333333333333,4.83333333333333,29,0,4.83333333333333,"before"
2002,"Reference","SCI_YELLOWBANKS_W","South_Coast",0.583333333333333,156.484674793534,6,500,0,0,83.3333333333333,83.3333333333333,16.6666666666667,100,0,16.6666666666667,"before"
2003,"Full","ANACAPA_EAST_ISLE_CEN","South_Coast",1,479.860843812849,4,1154,1,208.25,80.25,288.5,18.5,74,0,18.5,"before"
2003,"Full","ANACAPA_EAST_ISLE_E","South_Coast",1.25,838.133348632819,4,623,0.25,111.75,44,155.75,44.75,179,0,44.75,"before"
2003,"Full","ANACAPA_EAST_ISLE_W","South_Coast",1.125,982.237176679267,4,1048,0.25,158.25,103.75,262,6.75,27,0,6.75,"before"
2003,"Full","ANACAPA_MIDDLE_ISLE_CEN","South_Coast",0.166666666666667,60.1965576811964,4,1532,0,134.5,248.5,383,0,0,0,0,"before"
2003,"Full","ANACAPA_MIDDLE_ISLE_E","South_Coast",0.375,104.4014459533,4,7259,0,132,1682.75,1814.75,0,0,0,0,"before"
2003,"Full","ANACAPA_MIDDLE_ISLE_W","South_Coast",0.125,133.516481403519,4,9444,0.25,219.25,2141.75,2361,0,0,0,0,"before"
2003,"Full","ANDREW_MOLERA_DC","Central_Coast",0,0,6,0,0,0,0,0,0,0,84,84,"before"
2003,"Full","ANDREW_MOLERA_OLD_DC","Central_Coast",0,0,6,0,0,0,0,0,0.333333333333333,2,73,73.3333333333333,"before"
2003,"Full","BIG_CREEK_DC","Central_Coast",0.0833333333333333,127.334852018422,6,2,0,0,0.333333333333333,0.333333333333333,23.1666666666667,139,20.5,43.6666666666667,"before"
2003,"Full","BIG_CREEK_UC","Central_Coast",0.25,695.779256416614,6,1,0,0,0.166666666666667,0.166666666666667,12.1666666666667,73,35.1666666666667,47.3333333333333,"before"
2003,"Full","BLUEFISH_DC","Central_Coast",0.0833333333333333,127.334852018422,6,78,0,2.16666666666667,10.8333333333333,13,5.66666666666667,34,2.83333333333333,8.5,"before"
2003,"Full","BLUEFISH_UC","Central_Coast",0,0,6,4,0,0,0.666666666666667,0.666666666666667,7,42,0.666666666666667,7.66666666666667,"before"
2003,"Full","COJO_E","South_Coast",0,0,6,0,0,0,0,0,8.5,51,0,8.5,"before"
2003,"Full","COJO_W","South_Coast",0,0,6,0,0,0,0,0,9,54,0,9,"before"
2003,"Full","HOPKINS_DC","Central_Coast",0,0,6,21,0,0,3.5,3.5,8.33333333333333,50,0,8.33333333333333,"before"
2003,"Full","HOPKINS_UC","Central_Coast",0.166666666666667,394.335060609529,6,17,0,0,2.83333333333333,2.83333333333333,13.3333333333333,80,0,13.3333333333333,"before"
2003,"Full","LA_CRUZ_DC","Central_Coast",0.111111111111111,206.582412216744,6,1,0,0,0.166666666666667,0.166666666666667,1,6,58,59,"before"
2003,"Full","LA_CRUZ_UC","Central_Coast",0,0,6,2,0,0,0.333333333333333,0.333333333333333,1.33333333333333,8,86,87.3333333333333,"before"
2003,"Full","MONASTERY_DC","Central_Coast",0.0833333333333333,175.408267564269,6,13,0,0,2.16666666666667,2.16666666666667,14,84,10.3333333333333,24.3333333333333,"before"
2003,"Full","MONASTERY_UC","Central_Coast",0,0,6,6,0,0.166666666666667,0.833333333333333,1,27.5,165,3.16666666666667,30.6666666666667,"before"
2003,"Full","PURISIMA_N","Central_Coast",0,0,6,25,0,4,0.166666666666667,4.16666666666667,0.833333333333333,5,0,0.833333333333333,"before"
2003,"Full","PURISIMA_S","Central_Coast",0,0,6,27,0,4.5,0,4.5,0.5,3,0,0.5,"before"
