lon,lat,gravity
-124.135,40.115,22.284091641972324
-124.125,40.115,23.489696242335384
-124.125,40.105,20.205025782653408
-124.115,40.105,21.373164834624433
-124.155,40.095,16.479758693480807
-124.105,40.095,21.115496730212257
-124.095,40.095,22.319154243064656
-124.095,40.085,20.74675637251844
-124.085,40.075,21.725971775978522
-124.085,40.035,17.149176905116377
-124.075,40.025,16.84570393252677
-124.065,40.025,17.46613907837493
-124.055,40.025,18.121797351837813
-124.075,40.015,15.970017278482928
-124.065,40.015,16.52645445984135
-124.045,40.015,17.728412515445985
-124.035,40.015,18.378496892154143
-124.075,40.005,15.16779381786037
-124.035,40.005,17.316624877181905
-124.025,40.005,17.919471269193586
-124.075,39.975,11.504505028877254
-124.065,39.975,11.875838855445211
-124.065,39.965,11.339674937779503
-123.985,39.965,13.114426618096587
-124.065,39.955,10.849227822750787
-123.975,39.955,12.790766686391244
-123.945,39.915,11.571140991579979
-123.935,39.915,11.897503565467755
-123.925,39.905,11.830008517286165
-123.875,39.845,18.4351751392181
-123.875,39.835,18.647284015813618
-123.865,39.835,19.394301101059586
-123.835,39.715,28.7265538526744
-123.815,39.705,34.07871222700909
-123.805,39.705,35.37170302988064
-123.815,39.695,34.61200821024958
-123.805,39.695,35.79971866486921
-123.795,39.685,38.506795508503515
-123.805,39.675,38.174602862603955
-123.805,39.665,38.39690380841285
-123.795,39.665,39.41417335512535
-123.795,39.655,40.753045663395284
-123.785,39.645,43.3416560379205
-123.795,39.635,44.45500001741197
-123.795,39.625,46.91724169893594
-123.795,39.605,54.249385715394205
-123.795,39.595,58.54634474263803
-123.785,39.595,59.52352085864497
-123.785,39.585,64.75129239691984
-123.785,39.575,71.09357967243685
-123.775,39.565,79.7625483909335
-123.815,39.495,271.1138097328363
-123.805,39.495,283.2909126533858
-123.815,39.485,389.352158596365
-123.805,39.485,416.38802004065445
-123.815,39.475,631.5677962765607
-123.805,39.475,709.3570998330824
-123.815,39.455,2859.8552023221146
-123.825,39.445,1495.1571856160035
-123.815,39.445,3233.0951702476136
-123.825,39.435,1480.169414439809
-123.815,39.435,3241.1081602997683
-123.825,39.425,1214.298075990792
-123.815,39.425,2385.284957304959
-123.825,39.415,826.974583458046
-123.815,39.415,1185.7209936259233
-123.825,39.405,571.0546665314466
-123.825,39.395,433.10135244908446
-123.825,39.385,356.60395346230086
-123.825,39.375,306.755549534604
-123.825,39.365,266.490692434282
-123.815,39.365,318.462738375992
-123.835,39.355,198.99713933739793
-123.825,39.355,228.85871559138462
-123.825,39.345,196.64862553061468
-123.825,39.335,169.33495758470548
-123.815,39.335,189.01120582439188
-123.815,39.325,161.1163286831348
-123.805,39.325,176.59303274557385
-123.815,39.315,139.62163932385175
-123.805,39.315,153.24503996290497
-123.815,39.305,125.26553243684073
-123.805,39.305,134.0551132224764
-123.795,39.305,143.31612973609109
-123.805,39.295,120.98188642023078
-123.795,39.295,128.5888756425485
-123.805,39.285,109.33282739283281
-123.805,39.275,99.94311741291112
-123.795,39.275,105.44402565858321
-123.805,39.265,92.29885213566833
-123.795,39.265,97.12155613527433
-123.785,39.265,107.82440179826266
-123.795,39.255,90.40576205843055
-123.785,39.255,98.52454015617766
-123.785,39.245,92.88308816572602
-123.775,39.245,99.70202330772057
-123.785,39.235,88.58606390743292
-123.775,39.235,95.34806288419432
-123.785,39.225,85.41280555248395
-123.775,39.225,95.64441128034234
-123.785,39.215,83.12575688653963
-123.775,39.215,93.82529459546039
-123.785,39.205,81.45026556809705
-123.775,39.205,90.73281113028735
-123.775,39.195,90.05838147079233
-123.765,39.195,100.64032301339924
-123.765,39.185,100.81182799312658
-123.755,39.185,113.77890093831887
-123.755,39.175,113.87138466616719
-123.745,39.175,134.5653764870515
-123.755,39.165,109.21426534695624
-123.745,39.165,129.35467869630668
-123.735,39.165,163.01554223803137
-123.745,39.155,120.57979471308384
-123.735,39.155,146.0828665720214
-123.745,39.145,109.12338091102627
-123.735,39.145,127.46184583863565
-123.725,39.145,152.25851199027525
-123.735,39.135,110.08047912299452
-123.725,39.135,124.8793408393952
-123.735,39.125,96.07553832591516
-123.725,39.125,105.23249638142941
-123.715,39.125,114.93228368616873
-123.725,39.115,91.38456039248769
-123.715,39.115,97.48211862667362
-123.725,39.105,79.41606744999866
-123.715,39.105,85.74003468803626
-123.705,39.105,91.25420294752739
-123.715,39.095,75.38399873722453
-123.705,39.095,80.56618644008977
-123.715,39.085,69.31431513515463
-123.705,39.085,73.97728450705324
-123.715,39.075,64.67828682796095
-123.705,39.075,66.9820999005066
-123.705,39.065,63.15147202653345
-123.695,39.065,66.83254980849874
-123.705,39.055,60.080196880080564
-123.695,39.055,63.66196019651527
-123.705,39.045,54.979820809485695
-123.695,39.045,56.918470525890825
-123.695,39.035,54.87614453292234
-123.755,38.965,27.41676096275142
-123.745,38.965,28.66693962916111
-123.745,38.955,28.15794675059287
-123.735,38.955,33.28783468182553
-123.745,38.945,27.664526703124
-123.735,38.945,29.03544553722403
-123.735,38.935,28.549749942785095
-123.725,38.935,32.27374709126306
-123.735,38.925,26.61159064999916
-123.745,38.915,22.961306426401656
-123.735,38.915,24.274438092890957
-123.725,38.915,27.663103010445393
-123.715,38.915,29.356716174661422
-123.715,38.905,29.087867369656756
-123.705,38.905,33.18453913089541
-123.715,38.894999999999996,28.48796566416452
-123.705,38.894999999999996,30.345735289432852
-123.695,38.894999999999996,35.409675447555436
-123.685,38.894999999999996,39.477896123588565
-123.705,38.885,29.618535157356764
-123.695,38.885,32.394339279222145
-123.685,38.885,36.980549477327294
-123.695,38.875,31.48888690352856
-123.685,38.875,34.674139260822926
-123.675,38.875,39.511448698771375
-123.665,38.875,46.632022950956134
-123.685,38.865,31.78473631698109
-123.675,38.865,35.99830721305916
-123.665,38.865,43.53148691567855
-123.655,38.865,48.46171436331984
-123.675,38.855,32.0601075415705
-123.665,38.855,37.10363583881458
-123.655,38.855,44.12538300474733
-123.665,38.845,35.556097574124145
-123.655,38.845,38.219087140452594
-123.645,38.845,43.4679879124307
-123.635,38.845,48.767204078479914
-123.655,38.835,36.37968340195468
-123.645,38.835,39.03334807470411
-123.635,38.835,44.226563646650646
-123.625,38.835,47.60608882605044
-123.625,38.825,44.57059657477992
-123.615,38.825,47.73952255271676
-123.605,38.825,52.74038448307014
-123.615,38.815,44.56664995397374
-123.605,38.815,47.480770826465985
-123.605,38.805,42.18070909900366
-123.595,38.805,47.05341865487037
-123.585,38.805,51.44521896604882
-123.575,38.805,54.44360810792895
-123.595,38.795,42.02020147678339
-123.585,38.795,48.324585135513765
-123.575,38.795,51.113175431369086
-123.565,38.795,54.051330161609606
-123.565,38.785,51.63146311482597
-123.555,38.785,54.965235292468805
-123.565,38.775,47.80063464931087
-123.555,38.775,53.77235310223138
-123.545,38.775,58.3607335376335
-123.535,38.775,64.00300782819447
-123.545,38.765,56.69743867161216
-123.535,38.765,66.63945131688435
-123.525,38.745,87.35056883689948
-123.505,38.745,223.29764548745212
-123.515,38.735,118.79419289504825
-123.505,38.735,197.9631861141088
-123.495,38.735,427.50142136675913
-123.495,38.725,190.56412112692595
-123.485,38.725,247.9536435237328
-123.475,38.725,237.98011059488982
-123.475,38.715,117.60218998888908
-123.465,38.715,105.29187065240701
-123.455,38.715,90.64913710559833
-123.455,38.705,69.63473139420947
-123.445,38.705,64.27018261606867
-123.445,38.695,55.24137731276066
-123.435,38.695,57.701285375530844
-123.435,38.685,53.01743779234026
-123.435,38.675,49.57979166975706
-123.425,38.675,51.55043232999919
-123.415,38.675,52.17009448978192
-123.425,38.665,49.46112437400776
-123.415,38.665,50.51691754456889
-123.415,38.655,47.32002927697658
-123.405,38.655,50.40677150060227
-123.405,38.644999999999996,49.895609960230026
-123.395,38.644999999999996,54.27638322551577
-123.405,38.635,49.55910565961629
-123.395,38.635,56.58137900321221
-123.385,38.635,63.32648638923753
-123.395,38.625,56.73079489375493
-123.385,38.625,63.920030772591225
-123.385,38.615,63.88946384559815
-123.375,38.615,73.67620659799637
-123.365,38.615,81.16250694478516
-123.375,38.605,76.17491188564907
-123.365,38.605,85.37627589197245
-123.365,38.595,87.4673310796968
-123.355,38.595,106.72020558959137
-123.345,38.595,130.19424475091972
-123.355,38.585,111.18586232082656
-123.345,38.585,135.75383155891507
-123.345,38.575,134.67897985867785
-123.335,38.575,175.66118244139074
-123.345,38.565,122.24824211492478
-123.335,38.565,146.0767258931645
-123.325,38.565,185.44599543754725
-123.325,38.555,143.39301295670205
-123.315,38.555,167.0107368939796
-123.305,38.555,180.86332517309035
-123.305,38.545,155.32981282723793
-123.295,38.545,165.4676544052929
-123.285,38.545,174.80178469757993
-123.295,38.535,155.31317341671712
-123.285,38.535,164.08993167558182
-123.275,38.535,176.2035524584596
-123.275,38.525,170.7635319834544
-123.265,38.525,184.47556662300636
-123.265,38.515,180.24449062195745
-123.255,38.515,191.49258325850715
-123.245,38.515,208.79967858863097
-123.255,38.505,190.45540083275193
-123.245,38.505,204.40350221433354
-123.235,38.505,231.0817367839453
-123.225,38.505,245.6551869977021
-123.235,38.495,232.3479748814503
-123.225,38.495,243.93294115569387
-123.215,38.495,258.9074431532199
-123.205,38.495,273.9115111811724
-123.195,38.495,290.74399239474354
-123.215,38.485,259.80939674632634
-123.205,38.485,274.02039597092516
-123.195,38.485,288.83604011838537
-123.175,38.475,321.372348601679
-123.165,38.475,340.14781398273254
-123.155,38.465,364.3138497764825
-123.145,38.465,389.8708589129439
-123.155,38.455,363.70766248035835
-123.145,38.455,386.7247726211669
-122.995,38.285,700.3647445254527
-122.985,38.225,587.8412517520967
-122.985,38.215,572.512902466524
-122.855,38.015,1161.712834104425
-122.985,38.005,303.88352532123747
-122.845,38.005,1195.3584716105524
-122.835,38.005,1267.096926494622
-123.005,37.995,254.9506401645903
-122.985,37.995,296.4691263839627
-122.815,37.985,1437.882028846316
-122.805,37.985,1532.2561426878751
-122.785,37.945,1773.3015540194356
-122.775,37.945,1880.5102611361426
-122.765,37.935,2018.8722662844975
-122.755,37.935,2163.5180141701303
-122.745,37.925,2329.9373575457084
-122.735,37.915,2505.176363400349
-122.695,37.905,3475.946664495588
-122.685,37.905,3830.117531587218
-122.695,37.894999999999996,3338.3274243927576
-122.695,37.885,3286.671749270312
-123.105,37.765,4.533783025200486
-123.095,37.765,8.665313367112473
-123.015,37.705,242.967190141072
-123.005,37.705,303.9063854577802
-123.015,37.695,234.24391466571294
-123.005,37.695,294.5232499749349
-122.995,37.695,353.47475682181823
-122.525,37.525,5655.9601770036525
-122.525,37.515,5086.0859065115155
-122.515,37.515,5561.205252110547
-122.515,37.505,4994.050369424082
-122.505,37.495,4872.695754864067
-122.495,37.495,5236.025825182928
-122.495,37.485,4734.459237473103
-122.485,37.475,4625.711975288653
-122.475,37.475,4894.836250961695
-122.475,37.465,4620.2273082043675
-122.375,37.165,1324.002251581289
-122.355,37.125,1229.647162044761
-122.355,37.115,1169.6920520348333
-122.345,37.115,1227.2585018890438
-122.325,37.115,1382.563299816084
-122.315,37.115,1456.2993349855453
-122.305,37.115,1548.562970885142
-122.335,37.105,1243.7325221471167
-122.325,37.105,1308.774084618878
-122.315,37.105,1394.5488517440945
-122.305,37.105,1467.2591284658224
-122.295,37.105,1561.1083017999176
-122.325,37.095,1244.6138830682144
-122.295,37.095,1490.7729335609854
-122.285,37.095,1585.287197804914
-122.275,37.085,1610.4054617647223
-122.265,37.065,1572.4607793966616
-122.255,37.055,1590.2134552773873
-122.245,37.045,1598.940957349655
-122.235,37.045,1701.1614667970655
-122.235,37.035,1596.6565326073064
-122.225,37.025,1587.2032837804663
-122.215,37.025,1683.9450294876967
-122.205,37.015,1686.5831445860165
-122.205,37.005,1597.9498470079525
-122.175,36.985,1789.010926557135
-122.165,36.985,1950.47505099244
-122.155,36.985,2124.8105026822336
-122.155,36.975,2029.1814474323548
-122.145,36.975,2249.7673692194694
-122.135,36.975,2514.3289133228986
-121.955,36.975,39747.60179724815
-121.945,36.975,38477.12747760203
-122.145,36.965,2122.9389636167057
-122.135,36.965,2380.953906003812
-122.125,36.965,2704.6148998244316
-122.115,36.965,3135.9616331578704
-122.015,36.965,30710.542214266254
-122.005,36.965,25757.09712466534
-121.965,36.965,181638.09675023652
-121.955,36.965,17382.497730502455
-121.945,36.965,11670.747620357644
-122.125,36.955,2524.878945148892
-122.115,36.955,2905.922630117846
-122.105,36.955,3428.167553044836
-122.095,36.955,4201.665093887496
-122.085,36.955,5524.7004163366355
-122.045,36.955,17859.865215911912
-122.035,36.955,74375.07529468395
-122.025,36.955,19629.37625857693
-122.005,36.955,13221.099503386447
-121.995,36.955,14499.024297035558
-121.985,36.955,16350.907661696103
-121.975,36.955,26156.166695448486
-121.965,36.955,14618.774233813718
-121.955,36.955,10163.698825903799
-122.095,36.945,3598.767373834843
-122.085,36.945,4416.07535010222
-122.075,36.945,5711.899293113643
-122.065,36.945,7600.3238426319995
-122.055,36.945,8393.648720540075
-122.045,36.945,9087.750529169934
-122.035,36.945,10107.460485026657
-122.025,36.945,9533.01181812842
-121.975,36.945,8621.141747284064
-121.945,36.644999999999996,3033.0600074251656
-121.935,36.644999999999996,3605.856780479689
-121.925,36.644999999999996,3937.989442561016
-121.945,36.635,4555.44859323349
-121.935,36.635,7608.042946244669
-121.925,36.635,7810.0499164836465
-121.91499999999999,36.635,6808.004741058535
-121.955,36.625,3873.584101622273
-121.945,36.625,6309.153151656654
-121.935,36.625,24173.315297514
-121.925,36.625,19240.11752977058
-121.91499999999999,36.625,28802.843344806974
-121.905,36.625,11624.951726338235
-121.895,36.625,7606.057730475243
-121.965,36.615,3195.9967576900817
-121.955,36.615,4656.49211773247
-121.945,36.615,7092.379920802759
-121.905,36.615,33361.53309740599
-121.895,36.615,14276.315972893282
-121.875,36.615,7438.322841927099
-121.865,36.615,8783.688079307207
-121.975,36.605,2484.093756910282
-121.965,36.605,3533.868943079731
-121.885,36.605,11481.459998487167
-121.875,36.605,9407.94481094596
-121.975,36.595,2437.9857954718054
-121.965,36.595,3361.015007514217
-121.985,36.585,1829.6147532987766
-121.975,36.585,2292.2045482430763
-121.965,36.585,3042.024184226702
-121.985,36.575,1710.4511745046032
-121.975,36.575,2101.9781198397814
-121.975,36.565,1893.9200238938804
-121.965,36.565,2347.052581062913
-121.955,36.565,3025.436382312181
-121.945,36.565,3981.0306763527096
-121.935,36.565,5273.664258803399
-121.975,36.555,1697.9520854117982
-121.965,36.555,2055.3821726275887
-121.955,36.555,2581.905157634477
-121.945,36.555,3502.2407941671568
-121.935,36.555,5904.303309498638
-121.945,36.545,3008.7183653146335
-121.935,36.545,5076.466144907145
-121.935,36.535,3068.640469573338
-121.925,36.535,4094.1816744011244
-121.955,36.525,1513.5946515533728
-121.945,36.525,1757.6726085019684
-121.935,36.525,2053.1606234080086
-121.925,36.525,2336.0517058291625
-121.965,36.515,1123.7005733960518
-121.955,36.515,1251.499432917584
-121.945,36.515,1393.548783854393
-121.945,36.505,1147.823698547581
-121.945,36.495,974.8965739769882
-121.955,36.485,789.0633016254311
-121.945,36.485,842.0010668945581
-121.945,36.475,741.2246940538759
-121.935,36.475,787.425521280728
-121.945,36.465,660.2786060406938
-121.935,36.465,697.8623051656575
-121.925,36.465,735.4611062300572
-121.935,36.455,623.1626849530952
-121.925,36.455,651.554006635063
-121.935,36.445,561.7580628897003
-121.925,36.445,584.1287819640444
-121.935,36.435,502.601090333248
-121.925,36.435,525.7046844640031
-121.935,36.425,458.5613697144688
-121.925,36.425,476.6076446232195
-121.91499999999999,36.425,490.80799688541106
-121.925,36.415,436.36308171178337
-121.91499999999999,36.415,448.1384646015486
-121.91499999999999,36.405,406.86258261029764
-121.91499999999999,36.394999999999996,373.55015917443524
-121.905,36.394999999999996,383.7528068432558
-121.91499999999999,36.385,346.418534242067
-121.905,36.385,353.52057550530583
-121.91499999999999,36.375,319.5083878435551
-121.905,36.375,328.863066696219
-121.91499999999999,36.365,296.00262427649983
-121.905,36.365,304.09657896603255
-121.905,36.355,284.7853723458228
-121.905,36.345,265.03047189516315
-121.895,36.345,271.93541634601445
-121.905,36.335,248.5787505425386
-121.895,36.335,252.59344809928837
-121.905,36.325,225.89132629274022
-121.895,36.325,235.75546912884505
-121.905,36.315,204.8916618651054
-121.895,36.315,211.49966741202783
-121.905,36.305,180.0589474786327
-121.895,36.305,191.95964657819022
-121.885,36.305,200.2513303584959
-121.905,36.295,160.29248972656356
-121.895,36.295,166.91947143896505
-121.885,36.295,178.74864968117004
-121.875,36.295,185.22219858886135
-121.905,36.285,141.95388041176403
-121.895,36.285,150.87401080027044
-121.885,36.285,159.58858589411682
-121.875,36.285,161.89784802943922
-121.865,36.285,168.57431252021647
-121.895,36.275,130.80426177199186
-121.885,36.275,138.31710493430202
-121.875,36.275,148.81777448640577
-121.865,36.275,152.82752106917135
-121.855,36.275,158.31177883259366
-121.845,36.275,169.67421917894774
-121.875,36.265,126.12033586057258
-121.865,36.265,133.3716423692315
-121.855,36.265,140.72669212854987
-121.845,36.265,150.25345667042941
-121.855,36.255,123.05521152738301
-121.845,36.255,127.54154784294064
-121.835,36.255,136.41939417708707
-121.835,36.245,124.2839982044937
-121.825,36.245,131.54501038141598
-121.825,36.235,123.73732076815874
-121.815,36.235,127.15012801576671
-121.805,36.235,131.3318296819723
-121.795,36.235,136.6318714454342
-121.805,36.225,119.61649141883451
-121.795,36.225,124.20301864832345
-121.785,36.225,132.78214657112852
-121.775,36.225,147.42738147877378
-121.765,36.225,162.1345010921625
-121.785,36.215,121.10862596098939
-121.775,36.215,131.65281735052454
-121.765,36.215,139.26929107305307
-121.755,36.215,149.2914236641558
-121.755,36.205,128.43338848800533
-121.745,36.205,140.15792779812537
-121.735,36.205,146.37167789383938
-121.735,36.195,123.27397383332519
-121.725,36.195,124.80731172473483
-121.715,36.195,128.2203880998557
-121.715,36.185,105.846820288012
-121.705,36.185,105.95993403485495
-121.705,36.175,92.3814407412438
-121.695,36.175,87.83607908144549
-121.695,36.165,71.98196718233972
-121.685,36.165,76.1294949789335
-121.675,36.165,76.39786066461157
-121.675,36.155,67.350310528295
-121.66499999999999,36.155,67.00540026479621
-121.66499999999999,36.144999999999996,60.68357849991712
-121.655,36.144999999999996,61.23189557958883
-121.66499999999999,36.135,55.56443864335814
-121.655,36.135,54.981713294046195
-121.645,36.135,55.64502216824919
-121.655,36.125,49.646146657753164
-121.645,36.125,50.362554091392454
-121.635,36.125,51.091250348592354
-121.645,36.115,47.94726412387435
-121.635,36.115,48.69912481948686
-121.635,36.105,45.99875158788707
-121.625,36.105,46.115517235001064
-121.625,36.095,43.63384226324909
-121.625,36.085,40.608472983029394
-121.615,36.085,40.503289900561604
-121.615,36.075,38.85901680363116
-121.605,36.075,39.65394489784624
-121.605,36.065,38.074802070930595
-121.595,36.065,38.86569045791937
-121.595,36.055,37.33540411491078
-121.595,36.045,30.46976606601894
-121.585,36.045,31.15382910409283
-121.585,36.035,28.69361246152449
-121.575,36.035,29.377451308353827
-121.585,36.025,23.336196755670237
-121.575,36.025,23.912757140567106
-121.575,36.015,21.17383263627672
-121.565,36.015,23.56384866537538
-121.555,36.015,24.15224091082461
-121.545,36.015,24.765091955049883
-121.535,36.015,27.785729062412457
-121.525,36.015,30.539717611112742
-121.565,36.005,20.872465264095506
-121.555,36.005,21.395952809653412
-121.525,36.005,24.986352782915514
-121.515,36.005,25.62620966242045
-121.505,36.005,26.290340318594396
-121.505,35.995,25.15382167116274
-121.495,35.995,25.78416444992074
-121.505,35.985,22.29246466832594
-121.495,35.985,22.849293711465002
-121.495,35.975,21.84962945625683
-121.485,35.975,22.373277212884666
-121.495,35.965,20.032330610512517
-121.485,35.965,20.520140087630637
-121.495,35.955,19.171933934360144
-121.485,35.955,19.61804443726768
-121.485,35.945,18.766088331789565
-121.475,35.945,19.18104332496764
-121.485,35.935,17.96147132214385
-121.475,35.935,18.340821369110568
-121.485,35.925,12.770686042048983
-121.475,35.925,15.98277598796953
-121.485,35.915,12.223462668845317
-121.475,35.915,12.479248266225634
-121.465,35.915,14.515952027334604
-121.485,35.905,9.092395831245653
-121.475,35.905,10.05910209753318
-121.465,35.905,12.968235748165698
-121.475,35.894999999999996,9.680686193080174
-121.465,35.894999999999996,9.881740792926772
-121.465,35.885,9.277057837491666
-121.455,35.885,13.157481880131412
-121.455,35.875,12.82528098023946
-121.445,35.875,14.56468336180281
-121.455,35.865,13.955284447580759
-121.445,35.865,14.291034518392264
-121.435,35.865,14.635249791864542
-121.425,35.865,14.98801873391201
-121.435,35.855,13.677683605059636
-121.425,35.855,14.036040992077286
-121.41499999999999,35.855,14.403265257627092
-121.41499999999999,35.845,14.182154455732432
-121.405,35.845,15.720687490641742
-121.41499999999999,35.835,15.15267341529453
-121.405,35.835,15.552992788745701
-121.395,35.835,15.964428166875136
-121.395,35.825,15.819380862047113
-121.385,35.825,16.243292179327298
-121.395,35.815,15.696416095196092
-121.385,35.815,16.12282869514561
-121.375,35.815,16.5627439611583
-121.385,35.805,13.663869338789459
-121.375,35.805,16.46895853818458
-121.365,35.805,16.928820206496056
-121.355,35.805,17.404516237195185
-121.355,35.795,14.972841492359985
-121.345,35.795,17.85046024159154
-121.345,35.785,14.170731946401885
-121.335,35.785,16.017967296232342
