CA_MPA_Name_Short,year,mhw_icum_mpa
Judith Rk SMR,2005,34.559600830078125
Judith Rk SMR,2006,60.678199768066406
Judith Rk SMR,2007,0
Judith Rk SMR,2008,0
Judith Rk SMR,2009,20.801300048828125
Judith Rk SMR,2010,0
Judith Rk SMR,2011,0
Judith Rk SMR,2012,15.030399322509766
Judith Rk SMR,2013,0
Judith Rk SMR,2014,356.2425842285156
Judith Rk SMR,2015,615.0712890625
Judith Rk SMR,2016,111.05349731445312
Judith Rk SMR,2017,29.218799591064453
Judith Rk SMR,2018,246.36639404296875
Judith Rk SMR,2019,51.305301666259766
Judith Rk SMR,2020,123.96570587158203
Judith Rk SMR,2021,25.675695419311523
Laguna Beach SMR,1983,193.28720092773438
Laguna Beach SMR,1984,220.6887969970703
Laguna Beach SMR,1985,0
Laguna Beach SMR,1986,60.04669952392578
Laguna Beach SMR,1987,6.100600719451904
Laguna Beach SMR,1988,10.299100875854492
Laguna Beach SMR,1989,10.059399604797363
Laguna Beach SMR,1990,29.066301345825195
Laguna Beach SMR,1991,0
Laguna Beach SMR,1992,167.53660583496094
Laguna Beach SMR,1993,36.91210174560547
Laguna Beach SMR,1994,42.20459747314453
Laguna Beach SMR,1995,62.65430450439453
Laguna Beach SMR,1996,35.042701721191406
Laguna Beach SMR,1997,288.11590576171875
Laguna Beach SMR,1998,139.65289306640625
Laguna Beach SMR,1999,0
Laguna Beach SMR,2000,29.906700134277344
Laguna Beach SMR,2001,0
Laguna Beach SMR,2002,0
Laguna Beach SMR,2003,0
Laguna Beach SMR,2004,13.071000099182129
Laguna Beach SMR,2005,30.315900802612305
Laguna Beach SMR,2006,98.72139739990234
Laguna Beach SMR,2007,62.97929763793945
Laguna Beach SMR,2008,46.17919921875
Laguna Beach SMR,2009,77.08379364013672
Laguna Beach SMR,2010,0
Laguna Beach SMR,2011,0
Laguna Beach SMR,2012,51.21799850463867
Laguna Beach SMR,2013,70.893798828125
Laguna Beach SMR,2014,427.4054870605469
Laguna Beach SMR,2015,579.60626220703125
Laguna Beach SMR,2016,189.65780639648438
Laguna Beach SMR,2017,79.19499969482422
Laguna Beach SMR,2018,235.1064910888672
Laguna Beach SMR,2019,53.50170135498047
Laguna Beach SMR,2020,111.50379180908203
Laguna Beach SMR,2021,9.449800491333008
Long Point SMR,1983,189.53221130371094
Long Point SMR,1984,282.9960021972656
Long Point SMR,1985,0
Long Point SMR,1986,60.24149703979492
Long Point SMR,1987,5.30600118637085
Long Point SMR,1988,28.458101272583008
Long Point SMR,1989,18.58180046081543
Long Point SMR,1990,26.664899826049805
Long Point SMR,1991,6.38490104675293
Long Point SMR,1992,183.76339721679688
Long Point SMR,1993,57.50419998168945
Long Point SMR,1994,13.909400939941406
Long Point SMR,1995,36.53750228881836
Long Point SMR,1996,10.892400741577148
Long Point SMR,1997,175.00460815429688
Long Point SMR,1998,97.22850036621094
Long Point SMR,1999,0
Long Point SMR,2000,26.215700149536133
Long Point SMR,2001,0
Long Point SMR,2002,0
Long Point SMR,2003,0
Long Point SMR,2004,0
Long Point SMR,2005,8.33280086517334
Long Point SMR,2006,136.10130310058594
Long Point SMR,2007,0
Long Point SMR,2008,26.236499786376953
Long Point SMR,2009,19.646499633789062
Long Point SMR,2010,0
Long Point SMR,2011,0
Long Point SMR,2012,30.166101455688477
Long Point SMR,2013,16.456296920776367
Long Point SMR,2014,439.4405212402344
Long Point SMR,2015,617.0194091796875
Long Point SMR,2016,196.58358764648438
Long Point SMR,2017,143.22740173339844
Long Point SMR,2018,226.46759033203125
Long Point SMR,2019,32.59870529174805
Long Point SMR,2020,228.2371826171875
Long Point SMR,2021,26.963298797607422
Lover's Cove SMCA,1983,207.93670654296875
Lover's Cove SMCA,1984,291.03350830078125
Lover's Cove SMCA,1985,0
Lover's Cove SMCA,1986,68.09919738769531
Lover's Cove SMCA,1987,21.64240074157715
Lover's Cove SMCA,1988,31.832298278808594
Lover's Cove SMCA,1989,19.12470245361328
Lover's Cove SMCA,1990,26.72909927368164
Lover's Cove SMCA,1991,0
Lover's Cove SMCA,1992,148.28541564941406
Lover's Cove SMCA,1993,59.27629852294922
Lover's Cove SMCA,1994,17.34549903869629
Lover's Cove SMCA,1995,24.52899932861328
Lover's Cove SMCA,1996,28.559101104736328
Lover's Cove SMCA,1997,235.40771484375
Lover's Cove SMCA,1998,115.6854019165039
Lover's Cove SMCA,1999,0
Lover's Cove SMCA,2000,22.460901260375977
Lover's Cove SMCA,2001,0
Lover's Cove SMCA,2002,0
Lover's Cove SMCA,2003,6.1443023681640625
Lover's Cove SMCA,2004,8.857199668884277
Lover's Cove SMCA,2005,14.211398124694824
Lover's Cove SMCA,2006,116.40069580078125
Lover's Cove SMCA,2007,10.196198463439941
Lover's Cove SMCA,2008,29.939401626586914
Lover's Cove SMCA,2009,8.197000503540039
Lover's Cove SMCA,2010,0
Lover's Cove SMCA,2011,0
Lover's Cove SMCA,2012,29.608400344848633
Lover's Cove SMCA,2013,23.43630027770996
Lover's Cove SMCA,2014,445.0032043457031
Lover's Cove SMCA,2015,616.37939453125
Lover's Cove SMCA,2016,175.90499877929688
Lover's Cove SMCA,2017,104.9014892578125
Lover's Cove SMCA,2018,264.05291748046875
Lover's Cove SMCA,2019,23.218900680541992
Lover's Cove SMCA,2020,174.72439575195312
Lover's Cove SMCA,2021,17.06100082397461
Matlahuayl SMR,1983,183.5714111328125
Matlahuayl SMR,1984,249.75869750976562
Matlahuayl SMR,1985,0
Matlahuayl SMR,1986,31.91379737854004
Matlahuayl SMR,1987,12.947998046875
Matlahuayl SMR,1988,13.46669864654541
Matlahuayl SMR,1989,19.89630126953125
Matlahuayl SMR,1990,26.76999855041504
Matlahuayl SMR,1991,0
Matlahuayl SMR,1992,184.33880615234375
Matlahuayl SMR,1993,50.062400817871094
Matlahuayl SMR,1994,10.039798736572266
Matlahuayl SMR,1995,54.23109817504883
Matlahuayl SMR,1996,31.87299919128418
Matlahuayl SMR,1997,224.2404022216797
Matlahuayl SMR,1998,139.26438903808594
Matlahuayl SMR,1999,0
Matlahuayl SMR,2000,29.431400299072266
Matlahuayl SMR,2001,0
Matlahuayl SMR,2002,0
Matlahuayl SMR,2003,0
Matlahuayl SMR,2004,0
Matlahuayl SMR,2005,27.375099182128906
Matlahuayl SMR,2006,147.91819763183594
Matlahuayl SMR,2007,39.53559875488281
Matlahuayl SMR,2008,27.70639991760254
Matlahuayl SMR,2009,23.728700637817383
Matlahuayl SMR,2010,0
Matlahuayl SMR,2011,0
Matlahuayl SMR,2012,20.01630210876465
Matlahuayl SMR,2013,42.94439697265625
Matlahuayl SMR,2014,515.7171630859375
Matlahuayl SMR,2015,700.12591552734375
Matlahuayl SMR,2016,288.4248046875
Matlahuayl SMR,2017,165.10018920898438
Matlahuayl SMR,2018,288.80938720703125
Matlahuayl SMR,2019,34.35740280151367
Matlahuayl SMR,2020,186.59820556640625
Matlahuayl SMR,2021,33.02720260620117
Naples SMCA,1983,333.1155090332031
Naples SMCA,1984,214.59619140625
Naples SMCA,1985,0
Naples SMCA,1986,59.70119094848633
Naples SMCA,1987,54.58660125732422
Naples SMCA,1988,33.77289962768555
Naples SMCA,1989,17.886199951171875
Naples SMCA,1990,26.015100479125977
Naples SMCA,1991,0
Naples SMCA,1992,225.6433868408203
Naples SMCA,1993,103.24490356445312
Naples SMCA,1994,12.974098205566406
Naples SMCA,1995,23.763898849487305
Naples SMCA,1996,0
Naples SMCA,1997,368.89471435546875
Naples SMCA,1998,168.6092071533203
Naples SMCA,1999,0
Naples SMCA,2000,0
Naples SMCA,2001,55.721195220947266
Naples SMCA,2002,0
Naples SMCA,2003,44.446502685546875
Naples SMCA,2004,34.64789962768555
Naples SMCA,2005,35.95030212402344
Naples SMCA,2006,65.30079650878906
Naples SMCA,2007,10.97500228881836
Naples SMCA,2008,0
Naples SMCA,2009,9.932099342346191
Naples SMCA,2010,0
Naples SMCA,2011,12.470203399658203
Naples SMCA,2012,34.68290328979492
Naples SMCA,2013,61.1609992980957
Naples SMCA,2014,425.5093078613281
Naples SMCA,2015,651.9066162109375
Naples SMCA,2016,111.06269836425781
Naples SMCA,2017,40.193504333496094
Naples SMCA,2018,297.590087890625
Naples SMCA,2019,34.55149841308594
Naples SMCA,2020,122.50269317626953
Naples SMCA,2021,41.740596771240234
Painted Cave SMCA,1983,329.9916076660156
Painted Cave SMCA,1984,253.44760131835938
Painted Cave SMCA,1985,0
Painted Cave SMCA,1986,60.91910171508789
Painted Cave SMCA,1987,61.27539825439453
Painted Cave SMCA,1988,20.778799057006836
Painted Cave SMCA,1989,19.758899688720703
Painted Cave SMCA,1990,25.343101501464844
Painted Cave SMCA,1991,0
Painted Cave SMCA,1992,204.29840087890625
Painted Cave SMCA,1993,108.89129638671875
Painted Cave SMCA,1994,0
Painted Cave SMCA,1995,14.196998596191406
Painted Cave SMCA,1996,0
Painted Cave SMCA,1997,339.78271484375
Painted Cave SMCA,1998,167.3094024658203
Painted Cave SMCA,1999,0
Painted Cave SMCA,2000,0
Painted Cave SMCA,2001,29.6708984375
Painted Cave SMCA,2002,0
Painted Cave SMCA,2003,19.290102005004883
Painted Cave SMCA,2004,19.790802001953125
Painted Cave SMCA,2005,32.088802337646484
Painted Cave SMCA,2006,53.011199951171875
Painted Cave SMCA,2007,15.102999687194824
Painted Cave SMCA,2008,0
Painted Cave SMCA,2009,0
Painted Cave SMCA,2010,0
Painted Cave SMCA,2011,8.868300437927246
Painted Cave SMCA,2012,53.59530258178711
Painted Cave SMCA,2013,50.0420036315918
Painted Cave SMCA,2014,438.0533142089844
Painted Cave SMCA,2015,628.2523193359375
Painted Cave SMCA,2016,125.72229766845703
Painted Cave SMCA,2017,25.495100021362305
Painted Cave SMCA,2018,264.6195068359375
Painted Cave SMCA,2019,26.293498992919922
Painted Cave SMCA,2020,133.07070922851562
Painted Cave SMCA,2021,39.63239669799805
Point Conception SMR,1983,435.97869873046875
Point Conception SMR,1984,186.9907989501953
Point Conception SMR,1985,0
Point Conception SMR,1986,56.496002197265625
Point Conception SMR,1987,70.6958999633789
Point Conception SMR,1988,11.975899696350098
Point Conception SMR,1989,10.984298706054688
Point Conception SMR,1990,18.563400268554688
Point Conception SMR,1991,0
Point Conception SMR,1992,227.66770935058594
Point Conception SMR,1993,126.69499969482422
Point Conception SMR,1994,12.948301315307617
Point Conception SMR,1995,9.899298667907715
Point Conception SMR,1996,0
Point Conception SMR,1997,403.0339050292969
Point Conception SMR,1998,177.24009704589844
Point Conception SMR,1999,0
Point Conception SMR,2000,19.934999465942383
Point Conception SMR,2001,19.65380096435547
Point Conception SMR,2002,0
Point Conception SMR,2003,0
Point Conception SMR,2004,34.753902435302734
Point Conception SMR,2005,45.11369705200195
Point Conception SMR,2006,58.78070068359375
Point Conception SMR,2007,0
Point Conception SMR,2008,0
Point Conception SMR,2009,20.2135009765625
Point Conception SMR,2010,0
Point Conception SMR,2011,0
Point Conception SMR,2012,17.444799423217773
Point Conception SMR,2013,0
Point Conception SMR,2014,323.0350036621094
Point Conception SMR,2015,623.35235595703125
Point Conception SMR,2016,118.43730163574219
Point Conception SMR,2017,14.252799987792969
Point Conception SMR,2018,274.77850341796875
Point Conception SMR,2019,45.590599060058594
Point Conception SMR,2020,129.36619567871094
Point Conception SMR,2021,29.291702270507812
Point Dume SMCA,1983,NA
Point Dume SMCA,1984,NA
Point Dume SMCA,1985,NA
Point Dume SMCA,1986,NA
Point Dume SMCA,1987,NA
Point Dume SMCA,1988,NA
Point Dume SMCA,1989,NA
Point Dume SMCA,1990,NA
Point Dume SMCA,1991,NA
Point Dume SMCA,1992,NA
Point Dume SMCA,1993,NA
Point Dume SMCA,1994,NA
Point Dume SMCA,1995,NA
Point Dume SMCA,1996,NA
Point Dume SMCA,1997,NA
Point Dume SMCA,1998,NA
Point Dume SMCA,1999,NA
Point Dume SMCA,2000,NA
Point Dume SMCA,2001,NA
Point Dume SMCA,2002,NA
Point Dume SMCA,2003,NA
Point Dume SMCA,2004,NA
Point Dume SMCA,2005,NA
Point Dume SMCA,2006,NA
Point Dume SMCA,2007,NA
Point Dume SMCA,2008,NA
Point Dume SMCA,2009,NA
Point Dume SMCA,2010,NA
Point Dume SMCA,2011,NA
Point Dume SMCA,2012,NA
Point Dume SMCA,2013,NA
Point Dume SMCA,2014,NA
Point Dume SMCA,2015,NA
Point Dume SMCA,2016,NA
Point Dume SMCA,2017,NA
Point Dume SMCA,2018,NA
Point Dume SMCA,2019,NA
Point Dume SMCA,2020,NA
Point Dume SMCA,2021,NA
Point Dume SMR,1983,NA
Point Dume SMR,1984,NA
Point Dume SMR,1985,NA
Point Dume SMR,1986,NA
Point Dume SMR,1987,NA
Point Dume SMR,1988,NA
Point Dume SMR,1989,NA
Point Dume SMR,1990,NA
Point Dume SMR,1991,NA
Point Dume SMR,1992,NA
Point Dume SMR,1993,NA
Point Dume SMR,1994,NA
Point Dume SMR,1995,NA
Point Dume SMR,1996,NA
Point Dume SMR,1997,NA
Point Dume SMR,1998,NA
Point Dume SMR,1999,NA
Point Dume SMR,2000,NA
Point Dume SMR,2001,NA
Point Dume SMR,2002,NA
Point Dume SMR,2003,NA
Point Dume SMR,2004,NA
Point Dume SMR,2005,NA
Point Dume SMR,2006,NA
Point Dume SMR,2007,NA
Point Dume SMR,2008,NA
Point Dume SMR,2009,NA
Point Dume SMR,2010,NA
Point Dume SMR,2011,NA
Point Dume SMR,2012,NA
Point Dume SMR,2013,NA
Point Dume SMR,2014,NA
Point Dume SMR,2015,NA
Point Dume SMR,2016,NA
Point Dume SMR,2017,NA
Point Dume SMR,2018,NA
Point Dume SMR,2019,NA
Point Dume SMR,2020,NA
Point Dume SMR,2021,NA
Point Vicente SMCA,1983,208.5522003173828
Point Vicente SMCA,1984,267.6539001464844
Point Vicente SMCA,1985,0
Point Vicente SMCA,1986,63.474098205566406
Point Vicente SMCA,1987,16.29450035095215
Point Vicente SMCA,1988,12.457900047302246
Point Vicente SMCA,1989,10.450901985168457
Point Vicente SMCA,1990,32.196502685546875
Point Vicente SMCA,1991,0
Point Vicente SMCA,1992,167.78041076660156
Point Vicente SMCA,1993,44.28769302368164
Point Vicente SMCA,1994,25.667598724365234
Point Vicente SMCA,1995,32.25389862060547
Point Vicente SMCA,1996,37.05410385131836
Point Vicente SMCA,1997,306.3955993652344
Point Vicente SMCA,1998,143.7751007080078
Point Vicente SMCA,1999,0
Point Vicente SMCA,2000,31.87940216064453
Point Vicente SMCA,2001,0
Point Vicente SMCA,2002,0
Point Vicente SMCA,2003,6.117500305175781
Point Vicente SMCA,2004,18.7344970703125
Point Vicente SMCA,2005,19.357498168945312
Point Vicente SMCA,2006,89.02330017089844
Point Vicente SMCA,2007,16.444599151611328
Point Vicente SMCA,2008,21.04340171813965
Point Vicente SMCA,2009,20.832901000976562
Point Vicente SMCA,2010,0
Point Vicente SMCA,2011,0
Point Vicente SMCA,2012,34.90610122680664
Point Vicente SMCA,2013,45.191200256347656
Point Vicente SMCA,2014,439.822998046875
Point Vicente SMCA,2015,598.59759521484375
Point Vicente SMCA,2016,165.53770446777344
Point Vicente SMCA,2017,82.11920166015625
Point Vicente SMCA,2018,267.4346008300781
Point Vicente SMCA,2019,51.62909698486328
Point Vicente SMCA,2020,133.76779174804688
Point Vicente SMCA,2021,12.569900512695312
San Miguel Island SC,1983,412.4501953125
San Miguel Island SC,1984,246.12779235839844
San Miguel Island SC,1985,0
San Miguel Island SC,1986,55.01790237426758
San Miguel Island SC,1987,63.2515983581543
San Miguel Island SC,1988,10.368000030517578
San Miguel Island SC,1989,12.3031005859375
San Miguel Island SC,1990,18.35209846496582
San Miguel Island SC,1991,0
San Miguel Island SC,1992,211.06150817871094
San Miguel Island SC,1993,116.16069793701172
San Miguel Island SC,1994,11.786898612976074
San Miguel Island SC,1995,9.588099479675293
San Miguel Island SC,1996,0
San Miguel Island SC,1997,372.3601989746094
San Miguel Island SC,1998,174.73609924316406
San Miguel Island SC,1999,0
San Miguel Island SC,2000,0
San Miguel Island SC,2001,0
San Miguel Island SC,2002,0
San Miguel Island SC,2003,0
San Miguel Island SC,2004,31.65489959716797
San Miguel Island SC,2005,34.559600830078125
San Miguel Island SC,2006,60.678199768066406
San Miguel Island SC,2007,0
San Miguel Island SC,2008,0
San Miguel Island SC,2009,20.801300048828125
San Miguel Island SC,2010,0
San Miguel Island SC,2011,0
San Miguel Island SC,2012,15.030399322509766
San Miguel Island SC,2013,0
San Miguel Island SC,2014,356.2425842285156
San Miguel Island SC,2015,615.0712890625
San Miguel Island SC,2016,111.05349731445312
San Miguel Island SC,2017,29.218799591064453
San Miguel Island SC,2018,246.36639404296875
San Miguel Island SC,2019,51.305301666259766
San Miguel Island SC,2020,123.96570587158203
San Miguel Island SC,2021,25.675695419311523
Santa Barbara Island SMR,1983,299.7980041503906
Santa Barbara Island SMR,1984,338.67279052734375
Santa Barbara Island SMR,1985,0
Santa Barbara Island SMR,1986,72.488189697265625
Santa Barbara Island SMR,1987,34.011497497558594
Santa Barbara Island SMR,1988,9.594099998474121
Santa Barbara Island SMR,1989,51.03620147705078
Santa Barbara Island SMR,1990,45.510501861572266
Santa Barbara Island SMR,1991,0
Santa Barbara Island SMR,1992,168.70179748535156
Santa Barbara Island SMR,1993,99.84540557861328
Santa Barbara Island SMR,1994,0
Santa Barbara Island SMR,1995,18.91579818725586
Santa Barbara Island SMR,1996,41.13520050048828
Santa Barbara Island SMR,1997,113.95800018310547
Santa Barbara Island SMR,1998,132.82699584960938
Santa Barbara Island SMR,1999,0
Santa Barbara Island SMR,2000,20.45969581604004
Santa Barbara Island SMR,2001,0
Santa Barbara Island SMR,2002,0
Santa Barbara Island SMR,2003,0
Santa Barbara Island SMR,2004,0
Santa Barbara Island SMR,2005,16.611099243164062
Santa Barbara Island SMR,2006,57.26860046386719
Santa Barbara Island SMR,2007,0
Santa Barbara Island SMR,2008,14.562199592590332
Santa Barbara Island SMR,2009,0
Santa Barbara Island SMR,2010,0
Santa Barbara Island SMR,2011,0
Santa Barbara Island SMR,2012,33.88020324707031
Santa Barbara Island SMR,2013,0
Santa Barbara Island SMR,2014,460.6127014160156
Santa Barbara Island SMR,2015,613.22442626953125
Santa Barbara Island SMR,2016,203.55860900878906
Santa Barbara Island SMR,2017,80.538604736328125
Santa Barbara Island SMR,2018,264.95941162109375
Santa Barbara Island SMR,2019,0
Santa Barbara Island SMR,2020,261.006591796875
Santa Barbara Island SMR,2021,38.664100646972656
Scorpion SMR,1983,309.54241943359375
Scorpion SMR,1984,258.6044921875
Scorpion SMR,1985,0
Scorpion SMR,1986,61.84649658203125
Scorpion SMR,1987,58.142799377441406
Scorpion SMR,1988,17.3064022064209
Scorpion SMR,1989,18.144697189331055
Scorpion SMR,1990,37.06899642944336
Scorpion SMR,1991,0
Scorpion SMR,1992,195.6278076171875
Scorpion SMR,1993,82.4448013305664
Scorpion SMR,1994,0
Scorpion SMR,1995,8.3899993896484375
Scorpion SMR,1996,0
Scorpion SMR,1997,340.9837951660156
Scorpion SMR,1998,140.28929138183594
Scorpion SMR,1999,0
Scorpion SMR,2000,0
Scorpion SMR,2001,45.242801666259766
Scorpion SMR,2002,0
Scorpion SMR,2003,41.2307014465332
Scorpion SMR,2004,13.072400093078613
Scorpion SMR,2005,34.731101989746094
Scorpion SMR,2006,45.12450408935547
Scorpion SMR,2007,12.24009895324707
Scorpion SMR,2008,12.297401428222656
Scorpion SMR,2009,0
Scorpion SMR,2010,0
Scorpion SMR,2011,9.05250072479248
Scorpion SMR,2012,36.57600021362305
Scorpion SMR,2013,60.557498931884766
Scorpion SMR,2014,472.4579162597656
Scorpion SMR,2015,641.4033203125
Scorpion SMR,2016,162.7781982421875
Scorpion SMR,2017,52.01910400390625
Scorpion SMR,2018,266.904296875
Scorpion SMR,2019,44.203102111816406
Scorpion SMR,2020,179.68130493164062
Scorpion SMR,2021,57.58680725097656
Skunk Pt SMR,1983,361.1741027832031
Skunk Pt SMR,1984,336.2980041503906
Skunk Pt SMR,1985,0
Skunk Pt SMR,1986,63.37179946899414
Skunk Pt SMR,1987,70.37849426269531
Skunk Pt SMR,1988,13.446800231933594
Skunk Pt SMR,1989,21.862600326538086
Skunk Pt SMR,1990,50.768096923828125
Skunk Pt SMR,1991,0
Skunk Pt SMR,1992,204.71929931640625
Skunk Pt SMR,1993,100.72020721435547
Skunk Pt SMR,1994,0
Skunk Pt SMR,1995,17.34000015258789
Skunk Pt SMR,1996,0
Skunk Pt SMR,1997,268.7698059082031
Skunk Pt SMR,1998,143.03140258789062
Skunk Pt SMR,1999,0
Skunk Pt SMR,2000,0
Skunk Pt SMR,2001,0
Skunk Pt SMR,2002,0
Skunk Pt SMR,2003,0
Skunk Pt SMR,2004,11.519600868225098
Skunk Pt SMR,2005,26.12849998474121
Skunk Pt SMR,2006,46.66370391845703
Skunk Pt SMR,2007,0
Skunk Pt SMR,2008,11.964797973632812
Skunk Pt SMR,2009,0
Skunk Pt SMR,2010,0
Skunk Pt SMR,2011,0
Skunk Pt SMR,2012,50.510398864746094
Skunk Pt SMR,2013,21.015701293945312
Skunk Pt SMR,2014,471.77508544921875
Skunk Pt SMR,2015,606.784912109375
Skunk Pt SMR,2016,110.41439819335938
Skunk Pt SMR,2017,19.375202178955078
Skunk Pt SMR,2018,215.50830078125
Skunk Pt SMR,2019,13.051499366760254
Skunk Pt SMR,2020,151.89869689941406
Skunk Pt SMR,2021,62.47840118408203
South La Jolla SMR,1983,183.5714111328125
South La Jolla SMR,1984,249.75869750976562
South La Jolla SMR,1985,0
South La Jolla SMR,1986,31.91379737854004
South La Jolla SMR,1987,12.947998046875
South La Jolla SMR,1988,13.46669864654541
South La Jolla SMR,1989,19.89630126953125
South La Jolla SMR,1990,26.76999855041504
South La Jolla SMR,1991,0
South La Jolla SMR,1992,184.33880615234375
South La Jolla SMR,1993,50.062400817871094
South La Jolla SMR,1994,10.039798736572266
South La Jolla SMR,1995,54.23109817504883
South La Jolla SMR,1996,31.87299919128418
South La Jolla SMR,1997,224.2404022216797
South La Jolla SMR,1998,139.26438903808594
South La Jolla SMR,1999,0
South La Jolla SMR,2000,29.431400299072266
South La Jolla SMR,2001,0
South La Jolla SMR,2002,0
South La Jolla SMR,2003,0
South La Jolla SMR,2004,0
South La Jolla SMR,2005,27.375099182128906
South La Jolla SMR,2006,147.91819763183594
South La Jolla SMR,2007,39.53559875488281
South La Jolla SMR,2008,27.70639991760254
South La Jolla SMR,2009,23.728700637817383
South La Jolla SMR,2010,0
South La Jolla SMR,2011,0
South La Jolla SMR,2012,20.01630210876465
South La Jolla SMR,2013,42.94439697265625
South La Jolla SMR,2014,515.7171630859375
South La Jolla SMR,2015,700.12591552734375
South La Jolla SMR,2016,288.4248046875
South La Jolla SMR,2017,165.10018920898438
South La Jolla SMR,2018,288.80938720703125
South La Jolla SMR,2019,34.35740280151367
South La Jolla SMR,2020,186.59820556640625
South La Jolla SMR,2021,33.02720260620117
South Point SMR,1983,361.4136962890625
South Point SMR,1984,331.9629821777344
South Point SMR,1985,0
South Point SMR,1986,61.319400787353516
South Point SMR,1987,84.82420349121094
South Point SMR,1988,26.62339973449707
South Point SMR,1989,18.978199005126953
South Point SMR,1990,24.879701614379883
South Point SMR,1991,0
South Point SMR,1992,216.49180603027344
South Point SMR,1993,92.61329650878906
South Point SMR,1994,0
South Point SMR,1995,37.75179672241211
South Point SMR,1996,0
South Point SMR,1997,290.6582946777344
South Point SMR,1998,157.86839294433594
South Point SMR,1999,0
South Point SMR,2000,0
South Point SMR,2001,0
South Point SMR,2002,0
South Point SMR,2003,0
South Point SMR,2004,11.963698387145996
South Point SMR,2005,13.642600059509277
South Point SMR,2006,51.23439407348633
South Point SMR,2007,0
South Point SMR,2008,0
South Point SMR,2009,8.638299942016602
South Point SMR,2010,0
South Point SMR,2011,0
South Point SMR,2012,37.41320037841797
South Point SMR,2013,0
South Point SMR,2014,423.077392578125
South Point SMR,2015,600.98492431640625
South Point SMR,2016,99.6946029663086
South Point SMR,2017,25.390199661254883
South Point SMR,2018,206.0438995361328
South Point SMR,2019,45.26039505004883
South Point SMR,2020,115.0531997680664
South Point SMR,2021,47.83300018310547
Swamis SMCA,1983,186.70079040527344
Swamis SMCA,1984,243.15679931640625
Swamis SMCA,1985,0
Swamis SMCA,1986,32.227195739746094
Swamis SMCA,1987,14.377998352050781
Swamis SMCA,1988,13.566699981689453
Swamis SMCA,1989,24.18720245361328
Swamis SMCA,1990,29.83570098876953
Swamis SMCA,1991,0
Swamis SMCA,1992,170.87420654296875
Swamis SMCA,1993,46.40400314331055
Swamis SMCA,1994,13.089499473571777
Swamis SMCA,1995,63.17320251464844
Swamis SMCA,1996,32.869102478027344
Swamis SMCA,1997,242.8253936767578
Swamis SMCA,1998,141.53048706054688
Swamis SMCA,1999,0
Swamis SMCA,2000,26.531497955322266
Swamis SMCA,2001,0
Swamis SMCA,2002,0
Swamis SMCA,2003,0
Swamis SMCA,2004,0
Swamis SMCA,2005,38.984500885009766
Swamis SMCA,2006,145.5898895263672
Swamis SMCA,2007,78.804107666015625
Swamis SMCA,2008,33.34910202026367
Swamis SMCA,2009,42.710601806640625
Swamis SMCA,2010,0
Swamis SMCA,2011,7.836001873016357
Swamis SMCA,2012,21.290199279785156
Swamis SMCA,2013,62.99760055541992
Swamis SMCA,2014,470.8294982910156
Swamis SMCA,2015,644.22003173828125
Swamis SMCA,2016,294.9585876464844
Swamis SMCA,2017,165.8588104248047
Swamis SMCA,2018,278.3948974609375
Swamis SMCA,2019,45.53009796142578
Swamis SMCA,2020,173.2172088623047
Swamis SMCA,2021,27.75770378112793
