"model","residual","fitted","std_residual","species","time","MPA","source","resp"
"pooled",-1.32676380963723,2.04400854177623,-0.698596119792948,"Macrocystis pyrifera",15,"South Point SMR","PISCO","pooled"
"pooled",0.534087533313095,0.0324676158725458,0.281219216029366,"Mesocentrotus franciscanus",15,"South Point SMR","PISCO","pooled"
"pooled",0.2746610882392,2.10024466633447,0.144620443449146,"Panulirus interruptus",15,"South Point SMR","PISCO","pooled"
"pooled",-0.564681759313258,0.747800446480231,-0.297328343680071,"Semicossyphus pulcher",15,"South Point SMR","PISCO","pooled"
"pooled",0.913429127285523,-0.687667571858007,0.480958283149135,"Strongylocentrotus purpuratus",15,"South Point SMR","PISCO","pooled"
"pooled",-4.00196745927383,2.2032875472012,-2.10720168750365,"Macrocystis pyrifera",16,"South Point SMR","PISCO","pooled"
"pooled",2.54023389681937,-0.0309297617807399,1.33753840042544,"Mesocentrotus franciscanus",16,"South Point SMR","PISCO","pooled"
"pooled",0.322124764291209,0.718801674954601,0.169612035532223,"Semicossyphus pulcher",16,"South Point SMR","PISCO","pooled"
"pooled",1.564525834141,-0.767543717269527,0.823787677284909,"Strongylocentrotus purpuratus",16,"South Point SMR","PISCO","pooled"
"pooled",-4.00196745927383,2.2032875472012,-2.10720168750365,"Macrocystis pyrifera",16,"South Point SMR","PISCO","pooled"
"pooled",1.51729222365931,-0.0309297617807399,0.798917224257296,"Mesocentrotus franciscanus",16,"South Point SMR","PISCO","pooled"
"pooled",1.4052634827842,2.20565442986002,0.739929450312786,"Panulirus interruptus",16,"South Point SMR","PISCO","pooled"
"pooled",0.187604297687012,0.718801674954601,0.098781436054141,"Semicossyphus pulcher",16,"South Point SMR","PISCO","pooled"
"pooled",1.11678995914055,-0.767543717269527,0.588036187309507,"Strongylocentrotus purpuratus",16,"South Point SMR","PISCO","pooled"
"pooled",-2.01469311515602,2.36256655262616,-1.06081940327149,"Macrocystis pyrifera",17,"South Point SMR","PISCO","pooled"
"pooled",0.5208770896253,0.68980290342897,0.274263370057383,"Semicossyphus pulcher",17,"South Point SMR","PISCO","pooled"
"pooled",-2.01469311515602,2.36256655262616,-1.06081940327149,"Macrocystis pyrifera",17,"South Point SMR","PISCO","pooled"
"pooled",0.389904788888587,-0.0943271394340256,0.205301026925609,"Mesocentrotus franciscanus",17,"South Point SMR","PISCO","pooled"
"pooled",0.633374785780878,2.31106419338556,0.33349806838807,"Panulirus interruptus",17,"South Point SMR","PISCO","pooled"
"pooled",0.214956630845995,0.68980290342897,0.113183572797209,"Semicossyphus pulcher",17,"South Point SMR","PISCO","pooled"
"pooled",0.200215202591574,-0.847419862681046,0.10542160001506,"Strongylocentrotus purpuratus",17,"South Point SMR","PISCO","pooled"
"pooled",-0.171781776485455,2.52184555805113,-0.0904502230405965,"Macrocystis pyrifera",18,"South Point SMR","PISCO","pooled"
"pooled",0.482319533975406,-0.157724517087311,0.253961219388169,"Mesocentrotus franciscanus",18,"South Point SMR","PISCO","pooled"
"pooled",0.22211772676911,0.660804131903339,0.116954186518366,"Semicossyphus pulcher",18,"South Point SMR","PISCO","pooled"
"pooled",0.593033654317186,-0.927296008092565,0.312256791151017,"Strongylocentrotus purpuratus",18,"South Point SMR","PISCO","pooled"
"pooled",-0.171781776485455,2.52184555805113,-0.0904502230405965,"Macrocystis pyrifera",18,"South Point SMR","PISCO","pooled"
"pooled",-0.480593744668252,-0.157724517087311,-0.253052519810444,"Mesocentrotus franciscanus",18,"South Point SMR","PISCO","pooled"
"pooled",0.527965022255333,2.41647395691111,0.277995460273236,"Panulirus interruptus",18,"South Point SMR","PISCO","pooled"
"pooled",0.0219262877983506,0.660804131903339,0.0115450990343032,"Semicossyphus pulcher",18,"South Point SMR","PISCO","pooled"
"pooled",-0.120361940517145,-0.927296008092565,-0.063375548839411,"Strongylocentrotus purpuratus",18,"South Point SMR","PISCO","pooled"
"pooled",0.0180011924106601,0.631805360377709,0.00947837367765702,"Semicossyphus pulcher",19,"South Point SMR","PISCO","pooled"
"pooled",-0.145150097539531,0.631805360377709,-0.0764275406007722,"Semicossyphus pulcher",19,"South Point SMR","PISCO","pooled"
"pooled",0.458514963640686,2.84040356890105,0.241427126772452,"Macrocystis pyrifera",20,"South Point SMR","PISCO","pooled"
"pooled",-0.00247918821349524,0.602806588852078,-0.00130539531874762,"Semicossyphus pulcher",20,"South Point SMR","PISCO","pooled"
"pooled",0.458514963640686,2.84040356890105,0.241427126772452,"Macrocystis pyrifera",20,"South Point SMR","PISCO","pooled"
"pooled",0.920187423529216,-0.284519272393883,0.484516806149205,"Mesocentrotus franciscanus",20,"South Point SMR","PISCO","pooled"
"pooled",0.317145495204241,2.6272934839622,0.166990244043569,"Panulirus interruptus",20,"South Point SMR","PISCO","pooled"
"pooled",-0.379663037537868,0.602806588852078,-0.199908320475881,"Semicossyphus pulcher",20,"South Point SMR","PISCO","pooled"
"pooled",1.38226507892435,-1.0870482989156,0.727819837749325,"Strongylocentrotus purpuratus",20,"South Point SMR","PISCO","pooled"
"pooled",-6.01393103796767,-1.16563271689741,-3.16658387673036,"Macrocystis pyrifera",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.433671102376378,-0.282380662783842,-0.228345804419632,"Mesocentrotus franciscanus",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",1.97307198600407,-0.409096447646728,1.03890415421528,"Panulirus interruptus",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.92921430588301,-0.788291869657362,-1.54235270307184,"Strongylocentrotus purpuratus",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",1.00635371147245,-1.00635371147245,0.529886927022914,"Macrocystis pyrifera",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.437489558035644,-0.345778040437128,-0.230356379540681,"Mesocentrotus franciscanus",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",3.49553383660146,-0.303686684121183,1.84054340125726,"Panulirus interruptus",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.13442142821125,-0.868168015068881,-1.12386132099805,"Strongylocentrotus purpuratus",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.847074706047483,-0.847074706047483,0.446019930993843,"Macrocystis pyrifera",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.27216629819082,-0.409175418090413,-0.669848267786613,"Mesocentrotus franciscanus",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",3.57537675067874,-0.198276920595637,1.88258400378364,"Panulirus interruptus",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.65913525794188,-0.9480441604804,-0.873603459026208,"Strongylocentrotus purpuratus",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",7.18222782294,-0.687795700622519,3.78174054200857,"Macrocystis pyrifera",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.995101171644571,-0.472572795743699,-0.523961998558277,"Mesocentrotus franciscanus",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",2.75545498409554,-0.092867157070091,1.4508612204908,"Panulirus interruptus",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.705441591964641,-1.02792030589192,-0.371444227908062,"Strongylocentrotus purpuratus",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",5.53463713053071,-0.528516695197554,2.91421577508052,"Macrocystis pyrifera",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.645905983651365,-0.535970173396985,-0.340096263292914,"Mesocentrotus franciscanus",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",3.00931597169076,0.0125426064554548,1.5845295491056,"Panulirus interruptus",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.667604388481859,-1.10779645130344,0.351521372502385,"Strongylocentrotus purpuratus",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",6.7859546711567,-0.369237689772589,3.57308630814789,"Macrocystis pyrifera",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.716949201920129,-0.599367551050271,-0.377503461363633,"Mesocentrotus franciscanus",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",3.13463451222951,0.117952369981001,1.65051495323147,"Panulirus interruptus",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.66187876761676,-1.18767259671496,0.348506595877707,"Strongylocentrotus purpuratus",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.209958684347624,-0.209958684347624,0.110551946877559,"Macrocystis pyrifera",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.964986118150233,-0.662764928703556,-0.508105175086243,"Mesocentrotus franciscanus",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",3.88751173066676,0.223362133506547,2.04693600395683,"Panulirus interruptus",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.213401756348886,-1.26754874212648,0.112364866948772,"Strongylocentrotus purpuratus",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.0506796789226597,-0.0506796789226597,0.0266849508484883,"Macrocystis pyrifera",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.60365841246309,-0.726162306356842,-1.37093403588565,"Mesocentrotus franciscanus",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",4.69729920519401,0.328771897032092,2.47332266257119,"Panulirus interruptus",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.982582783756005,-1.347424887538,-0.517370548639691,"Strongylocentrotus purpuratus",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",4.90606595030776,0.108599326502305,2.5832470040545,"Macrocystis pyrifera",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.05743085114716,-0.789559684010128,-1.60986402676349,"Mesocentrotus franciscanus",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",5.50335454452479,0.434181660557638,2.89774419736482,"Panulirus interruptus",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.05511689466889,-1.42730103294951,-1.60864563279966,"Strongylocentrotus purpuratus",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",5.28105583173783,0.26787833192727,2.78069471420896,"Macrocystis pyrifera",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.32887749152444,-0.852957061663414,-1.22625049555501,"Mesocentrotus franciscanus",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",2.67035577004072,0.539591424083184,1.40605295823319,"Panulirus interruptus",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.57708978399807,-1.50717717836103,-1.88348598680524,"Strongylocentrotus purpuratus",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",2.2685320810255,0.427157337352235,1.19447613653523,"Macrocystis pyrifera",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.93827660630297,-0.916354439316699,-2.0736658144051,"Mesocentrotus franciscanus",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",4.74224238813371,0.64500118760873,2.49698711059484,"Panulirus interruptus",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.45346590278216,-1.58705332377255,-2.34493432569923,"Strongylocentrotus purpuratus",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-7.82202956253217,0.586436342777199,-4.11862266787699,"Macrocystis pyrifera",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.07738908471265,-0.979751816969985,-1.09383142902978,"Mesocentrotus franciscanus",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",3.02975992318906,0.750410951134276,1.59529413665782,"Panulirus interruptus",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.59009934512207,-1.66692946918407,-2.41687749445262,"Strongylocentrotus purpuratus",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.69315387966665,0.745715348202164,-1.41805710758336,"Macrocystis pyrifera",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.77311459111917,-1.04314919462327,-0.933618300639964,"Mesocentrotus franciscanus",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",1.43026537895419,0.855820714659822,0.753093984591568,"Panulirus interruptus",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.50356887733198,-1.74680561459559,-0.791691313793648,"Strongylocentrotus purpuratus",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.812530362169584,0.904994353627129,-0.427830902608684,"Macrocystis pyrifera",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.59063168465207,-1.10654657227656,-1.364074923935,"Mesocentrotus franciscanus",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",2.15184900621967,0.961230478185367,1.13303766292541,"Panulirus interruptus",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.68450432991404,-1.82668176000711,-1.94004419591612,"Strongylocentrotus purpuratus",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.50765087665345,1.06427335905209,-1.32038209024143,"Macrocystis pyrifera",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.48329801467737,-1.16994394992984,-0.781017864689516,"Mesocentrotus franciscanus",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.527872020506517,1.06664024171091,0.277946490998988,"Panulirus interruptus",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.7450988382047,-1.90655790541863,-0.918866845907055,"Strongylocentrotus purpuratus",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-8.62648806853319,1.38283136990202,-4.54220340375824,"Macrocystis pyrifera",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.02301394203169,-1.29673870523641,-2.11828353272971,"Mesocentrotus franciscanus",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.648124477279265,1.277459768762,0.341264392110552,"Panulirus interruptus",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.5830552017133,-2.06631019624167,-1.88662702640741,"Strongylocentrotus purpuratus",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.65937769275742,1.54211037532699,-0.873731111001796,"Macrocystis pyrifera",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.0289356469268,-1.3601360828897,-2.12140155572087,"Mesocentrotus franciscanus",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",2.05490555551453,1.38286953228755,1.08199291930939,"Panulirus interruptus",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.5271369255183,-2.14618634165319,-1.8571837370355,"Strongylocentrotus purpuratus",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.45936142750601,1.06427335905209,-1.29495569440798,"Macrocystis pyrifera",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.16939485758694,-1.16994394992984,-0.615734846008073,"Mesocentrotus franciscanus",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.25166349201492,-1.90655790541863,-0.659052690808022,"Strongylocentrotus purpuratus",16,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-13.1533317770027,1.38283136990202,-6.92577418453695,"Macrocystis pyrifera",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.88335954530939,-1.29673870523641,-2.04474970632175,"Mesocentrotus franciscanus",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.01328180812397,-2.06631019624167,-2.11315916097955,"Strongylocentrotus purpuratus",18,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.65950919253187,1.54211037532699,-0.873800351081695,"Macrocystis pyrifera",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.1513355711273,-1.3601360828897,-2.18585018741274,"Mesocentrotus franciscanus",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.49838661514697,-2.14618634165319,-1.84204550736541,"Strongylocentrotus purpuratus",19,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.515550021595731,-1.26754874212648,0.271458448014516,"Strongylocentrotus purpuratus",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.0506796789226597,-0.0506796789226597,0.0266849508484883,"Macrocystis pyrifera",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.10289497662214,-0.726162306356842,-0.580719903279567,"Mesocentrotus franciscanus",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.633688591780865,-1.347424887538,-0.33366330024951,"Strongylocentrotus purpuratus",9,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",9.42702711718314,0.108599326502305,4.96372038294273,"Macrocystis pyrifera",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.42255949170886,-0.789559684010128,-0.749036515666018,"Mesocentrotus franciscanus",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.94449184296495,-1.42730103294951,-1.02385552469643,"Strongylocentrotus purpuratus",10,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",5.28105583173783,0.26787833192727,2.78069471420896,"Macrocystis pyrifera",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.739620480214476,-0.852957061663414,-0.389440828762513,"Mesocentrotus franciscanus",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.36637380228891,-1.50717717836103,-1.24599385681972,"Strongylocentrotus purpuratus",11,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-10.540727916851,-1.16563271689741,-5.55012999979156,"Macrocystis pyrifera",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.869918772149248,-0.282380662783842,-0.458048278332734,"Mesocentrotus franciscanus",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.09051934442274,-0.788291869657362,-1.62728648948384,"Strongylocentrotus purpuratus",2,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",1.00635371147245,-1.00635371147245,0.529886927022914,"Macrocystis pyrifera",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.742372591074402,-0.345778040437128,-0.390889929163066,"Mesocentrotus franciscanus",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.77163604208243,-0.868168015068881,-1.45938121797767,"Strongylocentrotus purpuratus",3,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.847074706047483,-0.847074706047483,0.446019930993843,"Macrocystis pyrifera",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.06073476471315,-0.409175418090413,-0.558520804815069,"Mesocentrotus franciscanus",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.10767375593789,-0.9480441604804,-1.10977756326519,"Strongylocentrotus purpuratus",4,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",11.7082821368928,-0.687795700622519,6.16489567386593,"Macrocystis pyrifera",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.500201767294462,-0.472572795743699,-0.263376956175065,"Mesocentrotus franciscanus",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.954694878642801,-1.02792030589192,-0.502686411071479,"Strongylocentrotus purpuratus",5,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",5.53463713053071,-0.528516695197554,2.91421577508052,"Macrocystis pyrifera",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.21270198785395,-0.535970173396985,-0.111996409841512,"Mesocentrotus franciscanus",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.422332458172356,-1.10779645130344,0.222375538433248,"Strongylocentrotus purpuratus",6,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",11.3118879387421,-0.369237689772589,5.95617770407728,"Macrocystis pyrifera",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.220872601071672,-0.599367551050271,0.116298576247294,"Mesocentrotus franciscanus",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",1.11752316270824,-1.18767259671496,0.588422249367945,"Strongylocentrotus purpuratus",7,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",0.209958684347624,-0.209958684347624,0.110551946877559,"Macrocystis pyrifera",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.392563971278214,-0.662764928703556,-0.206701196636089,"Mesocentrotus franciscanus",8,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",6.79560150361483,0.427157337352235,3.5781657651504,"Macrocystis pyrifera",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.84302923344504,-0.916354439316699,-1.49697269138332,"Mesocentrotus franciscanus",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.19623926202115,-1.58705332377255,-1.68295240656917,"Strongylocentrotus purpuratus",12,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-12.3488675432547,0.586436342777199,-6.50219043275957,"Macrocystis pyrifera",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.75419697771375,-0.979751816969985,-0.923657393336969,"Mesocentrotus franciscanus",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-4.4200973720938,-1.66692946918407,-2.3273644116778,"Strongylocentrotus purpuratus",13,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-7.22008235865987,0.745715348202164,-3.80167252355523,"Macrocystis pyrifera",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.22672642828164,-1.04314919462327,-0.645922293493474,"Mesocentrotus franciscanus",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-1.04877961056841,-1.74680561459559,-0.552225920800013,"Strongylocentrotus purpuratus",14,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-5.06410307444794,0.904994353627129,-2.6664600981302,"Macrocystis pyrifera",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-2.16397787644797,-1.10654657227656,-1.13942401565633,"Mesocentrotus franciscanus",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-3.45581836600376,-1.82668176000711,-1.8196315603902,"Strongylocentrotus purpuratus",15,"Anacapa Island SMR 2003","KFM","pooled"
"pooled",-0.00568070132711865,0.179449976305756,-0.00299112462670567,"Mesocentrotus franciscanus",12,"Gull Island SMR","KFM","pooled"
"pooled",-1.48949117495028,1.74080560323118,-0.784278820184747,"Panulirus interruptus",12,"Gull Island SMR","KFM","pooled"
"pooled",-1.66249055724638,-0.491248908150098,-0.875370163135744,"Strongylocentrotus purpuratus",12,"Gull Island SMR","KFM","pooled"
"pooled",3.59378662538794,1.68224075839965,1.89227756562509,"Macrocystis pyrifera",13,"Gull Island SMR","KFM","pooled"
"pooled",2.09280001667887,0.11605259865247,1.10194592325686,"Mesocentrotus franciscanus",13,"Gull Island SMR","KFM","pooled"
"pooled",-2.74415695996269,1.84621536675673,-1.44491234265496,"Panulirus interruptus",13,"Gull Island SMR","KFM","pooled"
"pooled",-0.650831782424023,-0.571125053561617,-0.342689900445559,"Strongylocentrotus purpuratus",13,"Gull Island SMR","KFM","pooled"
"pooled",3.12260908935967,1.84151976382462,1.64418306982109,"Macrocystis pyrifera",14,"Gull Island SMR","KFM","pooled"
"pooled",2.51229413646236,0.0526552209991841,1.32282695892275,"Mesocentrotus franciscanus",14,"Gull Island SMR","KFM","pooled"
"pooled",-0.652342146152016,1.95162513028228,-0.343485169529768,"Panulirus interruptus",14,"Gull Island SMR","KFM","pooled"
"pooled",-0.563530191913294,-0.651001198973136,-0.296721995729176,"Strongylocentrotus purpuratus",14,"Gull Island SMR","KFM","pooled"
"pooled",2.99089669715275,2.00079876924958,1.5748310378648,"Macrocystis pyrifera",15,"Gull Island SMR","KFM","pooled"
"pooled",0.815593326794049,-0.0107421566541016,0.429443680396389,"Mesocentrotus franciscanus",15,"Gull Island SMR","KFM","pooled"
"pooled",-2.26834398747503,2.05703489380782,-1.19437709748731,"Panulirus interruptus",15,"Gull Island SMR","KFM","pooled"
"pooled",-0.126694578978733,-0.730877344384655,-0.0667099453802142,"Strongylocentrotus purpuratus",15,"Gull Island SMR","KFM","pooled"
"pooled",3.01150254510313,2.16007777467455,1.58568087060717,"Macrocystis pyrifera",16,"Gull Island SMR","KFM","pooled"
"pooled",2.16013847653339,-0.0741395343073873,1.13740241251704,"Mesocentrotus franciscanus",16,"Gull Island SMR","KFM","pooled"
"pooled",-3.33251590998362,2.16244465733337,-1.75470770829918,"Panulirus interruptus",16,"Gull Island SMR","KFM","pooled"
"pooled",0.54547235403356,-0.810753489796174,0.287213795864966,"Strongylocentrotus purpuratus",16,"Gull Island SMR","KFM","pooled"
"pooled",-4.08593961073878,2.47863578552448,-2.15141650460823,"Macrocystis pyrifera",18,"Gull Island SMR","KFM","pooled"
"pooled",0.152537748752108,-0.200934289613959,0.080317445069075,"Mesocentrotus franciscanus",18,"Gull Island SMR","KFM","pooled"
"pooled",0.334786016717751,2.37326418438446,0.176278709549597,"Panulirus interruptus",18,"Gull Island SMR","KFM","pooled"
"pooled",-0.125085357714718,-0.970505780619212,-0.06586262370716,"Strongylocentrotus purpuratus",18,"Gull Island SMR","KFM","pooled"
"pooled",1.66687316797617,2.63791479094944,0.877677789276999,"Macrocystis pyrifera",19,"Gull Island SMR","KFM","pooled"
"pooled",0.309794041344002,-0.264331667267245,0.163119398981098,"Mesocentrotus franciscanus",19,"Gull Island SMR","KFM","pooled"
"pooled",-1.27036274198548,2.47867394791001,-0.668898620714747,"Panulirus interruptus",19,"Gull Island SMR","KFM","pooled"
"pooled",-2.12062465880181,-1.05038192603073,-1.11659675023941,"Strongylocentrotus purpuratus",19,"Gull Island SMR","KFM","pooled"
"pooled",-0.911845040514917,-0.229107306699923,-0.4801241958283,"Macrocystis pyrifera",1,"Gull Island SMR","KFM","pooled"
"pooled",-0.642147763956253,0.876821130491899,-0.338117404902849,"Mesocentrotus franciscanus",1,"Gull Island SMR","KFM","pooled"
"pooled",-3.63019214617484,0.387388691376612,-1.9114465807701,"Strongylocentrotus purpuratus",1,"Gull Island SMR","KFM","pooled"
"pooled",0.00563403805431362,-0.0698283012749578,0.00296655448009657,"Macrocystis pyrifera",2,"Gull Island SMR","KFM","pooled"
"pooled",1.548814119144,0.813423752838613,0.815514808329281,"Mesocentrotus franciscanus",2,"Gull Island SMR","KFM","pooled"
"pooled",-2.00569907393592,0.307512545965093,-1.05608366790398,"Strongylocentrotus purpuratus",2,"Gull Island SMR","KFM","pooled"
"pooled",7.1348952500581,0.0894507041500069,3.75681798117677,"Macrocystis pyrifera",3,"Gull Island SMR","KFM","pooled"
"pooled",-0.356378910714668,0.750026375185327,-0.187648262933384,"Mesocentrotus franciscanus",3,"Gull Island SMR","KFM","pooled"
"pooled",-2.62934018129957,0.227636400553574,-1.38445655129364,"Strongylocentrotus purpuratus",3,"Gull Island SMR","KFM","pooled"
"pooled",0.119660251310624,0.248729709574972,0.0630060803979181,"Macrocystis pyrifera",4,"Gull Island SMR","KFM","pooled"
"pooled",1.99545448647938,0.686628997532042,1.05068946812703,"Mesocentrotus franciscanus",4,"Gull Island SMR","KFM","pooled"
"pooled",-0.128551240711186,0.147760255142055,-0.0676875547125142,"Strongylocentrotus purpuratus",4,"Gull Island SMR","KFM","pooled"
"pooled",0.199829614936778,0.408008714999936,0.105218572138113,"Macrocystis pyrifera",5,"Gull Island SMR","KFM","pooled"
"pooled",1.01547562495694,0.623231619878756,0.534689992435965,"Mesocentrotus franciscanus",5,"Gull Island SMR","KFM","pooled"
"pooled",-0.623455392632618,0.0678841097305358,-0.328275096888741,"Strongylocentrotus purpuratus",5,"Gull Island SMR","KFM","pooled"
"pooled",1.64118019714261,0.567287720424901,0.864149375553395,"Macrocystis pyrifera",6,"Gull Island SMR","KFM","pooled"
"pooled",0.414240339584286,0.55983424222547,0.218114702702376,"Mesocentrotus franciscanus",6,"Gull Island SMR","KFM","pooled"
"pooled",-2.29932713574682,-0.0119920356809833,-1.21069100882889,"Strongylocentrotus purpuratus",6,"Gull Island SMR","KFM","pooled"
