"Response","Component","Estimate","CI_Lower","CI_Upper","Pseudo_I2"
"Biomass","MPA",0.193849289805046,0.0306291883417157,0.779222020342308,52.3325118565186
"Biomass","Source",3.875586416595e-09,0,3.0591716081074,NA
"Density","MPA",0.399550119665528,0.029730160381361,1.99057175206863,96.4371920665581
"Density","Source",0.743759824751629,0,21.4301413411142,NA
